f_int,f_int_err,f_peak,f_peak_err,ra,ra_err,decl,decl_err,det_sigma,band,freq_eff,taustart_ts,mjd
0.000155789797308359,3.03219530391884e-05,0.000153822572128456,1.72853270165107e-05,236.357319481374,0.00208983959965089,-48.1664507047031,0.00139784713372195,8.22753978800088,1,1284020729.385,2021-06-19 21:13:27.900789,59384.88435070358
3.04098446145052e-05,5.06129578947676e-05,2.33043437383129e-06,2.23935923423358e-06,236.357319481374,0.00343494609565159,-48.1664507047031,0.00176913713092687,2.08084007499485,1,1284033502.318,2021-06-27 00:11:17.527607,59392.00784175471
0.000113256999299362,3.06281291342511e-05,0.000110496074146634,1.72520869875395e-05,236.357319481374,0.00209995344892996,-48.1664507047031,0.00140329471128538,5.78086608638416,1,1284045370.2,2021-07-04 21:01:20.885701,59399.87593617709
0.000112411534187574,3.33157390596107e-05,0.000109120239460836,1.86716741563326e-05,236.357319481374,0.00214870848327682,-48.1664507047031,0.00140223617454631,4.42802043822922,1,1284056259.054,2021-07-11 23:51:28.389216,59406.994078578886
0.000133386145646582,3.10302623770597e-05,0.00013097990578181,1.75921439827169e-05,236.357319481374,0.00209906902185867,-48.1664507047031,0.00140143961347888,7.38823871446094,1,1284071999.131,2021-07-26 16:14:57.222960,59421.67705119167
0.000108410190009448,2.99751096831015e-05,0.000105647512440621,1.68651156495524e-05,236.357319481374,0.002101003314319,-48.1664507047031,0.00141032290962896,5.78770941345663,1,1284077898.428,2021-07-31 19:37:45.994374,59426.8178934534
0.000110577000699046,3.08855526083795e-05,0.000107701425748576,1.73680633858315e-05,236.357319481374,0.00210277495498415,-48.1664507047031,0.00141066814625901,5.86865755073521,1,1284083359.214,2021-08-07 19:26:41.326042,59433.81020053289
4.62152969149623e-05,5.35935042357825e-05,2.54987529132659e-05,1.70720125047958e-05,236.357319481374,0.00270776271885785,-48.1664507047031,0.00176066791026572,2.38958410945647,1,1284088044.964,2021-08-15 20:50:19.784600,59441.86828454398
0.000116307137283232,3.24017583036778e-05,0.000113298224945051,1.82232020384784e-05,236.357319481374,0.00210376392933137,-48.1664507047031,0.00140537852617951,5.7898102230984,1,1284088684.472,2021-08-22 14:55:30.208102,59448.62187740859
9.29452047748933e-05,3.23022271307758e-05,8.92030935666986e-05,1.78988350839514e-05,236.357319481374,0.00211154054827269,-48.1664507047031,0.00141511274338927,5.00989867469086,1,1284089495.959,2021-08-28 15:00:42.943361,59454.62549702964
0.000120315127824931,2.77311436459716e-05,0.000118184566351862,1.5727065021029e-05,236.357319481374,0.00209487500355127,-48.1664507047031,0.00140190327419095,6.84933789648164,1,1284089252.228,2021-09-05 16:43:49.936396,59462.69710574533
8.89596679460556e-05,3.31200730196595e-05,8.4849418653111e-05,1.82383848748339e-05,236.357319481374,0.00211234672503138,-48.1664507047031,0.00141798612113157,4.29983677756454,1,1284085633.16,2021-09-13 14:16:32.963125,59470.59482596209
9.63336634058638e-05,3.33585334523689e-05,9.24831861003881e-05,1.84897495702234e-05,236.357319481374,0.00210669500135783,-48.1664507047031,0.00141551841527532,5.50631445150291,1,1284081529.004,2021-09-20 14:41:38.744336,59477.61225398537
0.000133948409047512,3.37162800675613e-05,0.000131119490188185,1.90549896663821e-05,236.357319481374,0.00209865641996982,-48.1664507047031,0.00140220838472549,5.84573310113413,1,1284075359.764,2021-09-27 12:41:55.424015,59484.52911370388
8.78217735632706e-05,3.06012202465857e-05,8.42674739760299e-05,1.69525833928858e-05,236.357319481374,0.0021081095653868,-48.1664507047031,0.00141713367575403,5.31533563982765,1,1284068636.283,2021-10-04 14:11:58.437960,59491.5916485875
8.20436029286937e-05,3.25740458620059e-05,7.77326088314766e-05,1.78184365800939e-05,236.357319481374,0.00211601165152979,-48.1664507047031,0.00142625843191848,5.22180105390987,1,1284062641.501,2021-10-09 14:11:50.461016,59496.59155626176
0.000131838008147808,2.96826368489224e-05,0.000129610378087041,1.68477145609954e-05,236.357319481374,0.00209454850577029,-48.1664507047031,0.00139972865149563,7.40397155781558,1,1284050945.696,2021-10-17 10:56:15.000791,59504.455729175825
0.00010287206290757,2.91325361578984e-05,0.000100122030038251,1.63700446709914e-05,236.357319481374,0.00209936217924817,-48.1664507047031,0.00140648555714678,6.34450331443222,1,1284041906.555,2021-10-23 11:11:17.558638,59510.466175447196
0.000112125138078934,2.78239958637952e-05,0.000109823618071638,1.57344522589715e-05,236.357319481374,0.00209634725909165,-48.1664507047031,0.00140224726886445,6.44381276681909,1,1284029080.374,2021-10-31 13:11:42.930312,59518.549802434165
0.000122986162129965,2.9548432834228e-05,0.000120619744456525,1.67315424456159e-05,236.357319481374,0.00211360633772588,-48.1664507047031,0.001399605975025,7.62848287969432,1,1284014782.656,2021-11-08 14:41:15.530259,59526.61198530393
0.000120562534092009,3.1044403752681e-05,0.000117897927955955,1.75273597394387e-05,236.357319481374,0.00209506617138241,-48.1664507047031,0.00140387659303281,5.80380070627601,1,1284002719.277,2021-11-14 10:51:38.792674,59532.45253232262
