runcat,eta,V,maxFlux,medFlux,avgFlux,coord_datapoints,newSource,RA,RA_err,Dec,Dec_err
1,3.50635649589104,0.11261967053602,0.00175854587353522,0.00140053891267758,0.00140930387486165,51,N,208.969393124408,0.000194614302132266,-63.2224936579385,0.000194614302132266
2,382.722052349544,0.10034173881421,0.197883114952644,0.164088492673413,0.166507291338755,51,N,208.944498337853,0.000194484373148882,-63.4450752164781,0.000194484373148882
3,0.992030313920614,0.129753103593892,0.000710511632858421,0.000539401369867013,0.000544310316700734,50,N,208.811436654153,0.000197030303041453,-62.9264302977118,0.000197030303041453
4,1.25898509124923,0.0907741772029792,0.00122062376258535,0.000973330302787688,0.000986313221321012,51,N,208.78019323187,0.000194712024298086,-63.1848852708587,0.000194712024298086
5,33.9680497287068,0.146191836543699,0.00435283741901689,0.00334093040395523,0.00337927893790044,50,N,208.739539841656,0.000196441178756681,-63.1379301221292,0.000196441178756681
6,5.49135533379845,0.120682552294882,0.00233537278645472,0.001707493147303,0.00174252999963391,51,N,208.731538222048,0.000194576259393719,-63.2404374787405,0.000194576259393719
7,8.94214746272314,0.0742202688987122,0.0040500542506811,0.00322447954005196,0.00326756921880194,51,N,208.706725010663,0.000194506355871424,-63.1244535880605,0.000194506355871424
8,0.51218545093874,0.117040262843198,0.0010272303436627,0.000682142830401096,0.000696755875473693,47,N,208.67155553035,0.000203291313870413,-63.5523344895313,0.000203291313870413
9,4.36639730601981,0.134168203419275,0.00210426840217199,0.00144704394995469,0.00151306741470122,51,N,208.642911425071,0.000194607827127254,-63.2833741522189,0.000194607827127254
10,1.76591988174545,0.112113947594606,0.00120402924036907,0.000952160317488681,0.000989079073513034,51,N,208.655615865353,0.000194729129667143,-63.6291213594068,0.000194729129667143
11,10.887354638014,0.0669169608688795,0.00444020327104071,0.00372723371175202,0.00375190736922468,51,N,208.566606700049,0.000194498535305049,-62.884383203665,0.000194498535305049
12,6.42488957315978,0.0575824466809613,0.00401169951664027,0.00355126508389389,0.00354713682686249,51,N,208.593607442284,0.000194502737531057,-63.6215638529597,0.000194502737531057
13,0.934046587127776,0.0946153425776351,0.00111729898983798,0.000815092389853448,0.000835297560361679,51,N,208.593407144682,0.000194767017571057,-63.676529691926,0.000194767017571057
14,0.422136812079325,0.0962388590247222,0.000587889112155932,0.000480247023243963,0.000475762274671881,47,N,208.528431116034,0.000203308808080312,-62.9436636037853,0.000203308808080312
15,81.8863059125475,0.0655380729661775,0.0211902789177281,0.0178123067676095,0.0178867080235908,51,N,208.507267489265,0.000194783762645042,-63.5095140908061,0.000194783762645042
16,0.23211725593245,0.0782730962650819,0.00546838321452622,0.00445207410227362,0.00451293103192819,51,N,208.496233744105,0.000202323541017968,-63.5305770255968,0.000202323541017968
17,0.524000062410275,0.158737031059295,0.000410689484024303,0.000330337866427459,0.000319231440182007,5,N,208.430894691478,0.00062427676137896,-62.8950788102248,0.00062427676137896
18,0.38098919641325,0.0895745670091316,0.000688871917906713,0.000517152970963632,0.000519843375210744,50,N,208.433633639001,0.000197097566554712,-63.0451548803269,0.000197097566554712
19,0.599497048116035,0.0710855676306728,0.00115071127226681,0.000970697608995808,0.000981239486190825,50,N,208.449391636158,0.0001967382772053,-63.4862872046748,0.0001967382772053
