runcat,eta,V,maxFlux,medFlux,avgFlux,coord_datapoints,newSource,RA,RA_err,Dec,Dec_err
1,2.64628101569918,0.0363971071436053,0.00182907948142571,0.00169616856466055,0.00170187307661275,28,N,271.772455685645,0.000262503599071285,-29.5849238689579,0.000262503599071285
2,14.0876889607909,0.0427323396466864,0.00401574051494387,0.00364427855717326,0.00361613271279166,28,N,271.75892318694,0.000262482641348826,-29.5437541646395,0.000262482641348826
3,17.5329346189866,0.0596719742108343,0.00302732441557498,0.00260496437295762,0.00260262912604433,28,N,271.76117368506,0.000262485944404317,-29.6614549559864,0.000262485944404317
4,0.453825453610405,0.0557397816524073,0.00043554180593455,0.000397563484244008,0.000392976121149722,28,N,271.763923388801,0.000262874683957076,-29.8693068691293,0.000262874683957076
5,0.956187215274301,0.0587566610585234,0.000636573180602754,0.00055940169347624,0.000561132286085507,28,N,271.748876079377,0.000262676572658133,-29.9207665196431,0.000262676572658133
6,0.820651546271284,0.0999414141702779,0.000386499207817653,0.000320438999127653,0.000320864664974158,28,N,271.729008785392,0.000263165709556331,-29.8431193000334,0.000263165709556331
7,0.561617068450433,0.0699987274861296,0.000418430874873792,0.000392541803079769,0.0003837300398906,28,N,271.724910889885,0.00026691313136608,-29.5153821633235,0.00026691313136608
8,1.51180374540128,0.107096612356428,0.000598412799610751,0.000427394263162561,0.000432471482679653,28,N,271.706543889807,0.000262876238295872,-29.7927349504022,0.000262876238295872
9,0.084101003768713,0.111710990543997,0.0012759402844806,0.00101279103743992,0.00100555477641926,26,N,271.703175601398,0.000305511591985382,-29.8130670397927,0.000305511591985382
10,0.0224166340530507,0.0259447955470461,0.00330929188603643,0.0031880784682332,0.00318021699460922,28,N,271.700140838226,0.000265849950143267,-29.809249113336,0.000265849950143267
11,0.981829327179722,0.0936958011399757,0.000986841103465126,0.000815939676223459,0.000822349041767051,28,N,271.699142670141,0.000263839124617788,-29.8203213752382,0.000263839124617788
12,0.248418965274962,0.107244283478858,0.000191205808972119,0.000157540119835125,0.000158287909409045,12,N,271.703792079823,0.000404239051681344,-29.9336613913149,0.000404239051681344
13,0.29053301892094,0.0656753562732688,0.000308570265683427,0.000279692541978443,0.000277939638194223,28,N,271.696669263735,0.000263325393380305,-29.6935431899263,0.000263325393380305
14,0.288099514248696,0.123481350305771,0.000171084443460853,0.000145542194882129,0.000142616525597355,7,N,271.699256887545,0.000530033783479265,-30.2298590002513,0.000530033783479265
15,0.429098242741034,0.0770875726438002,0.000324230439429266,0.000279755292266179,0.000284443309126644,28,N,271.690298423187,0.000263296590381687,-29.8776716058149,0.000263296590381687
16,0.666601364460383,0.0437114953989169,0.000698612050176657,0.00064019089563217,0.000640953522883051,28,N,271.686399815342,0.000262635547780375,-30.0045577820254,0.000262635547780375
17,1.22860717601627,0.0388306236268665,0.00110038096088372,0.00101318888104073,0.00101226529068382,28,N,271.660674195589,0.000262540664481989,-29.6521642449276,0.000262540664481989
18,0.796173983938805,0.103620987648843,0.000406894774340412,0.000335102990059442,0.000338320687685806,26,N,271.655811886794,0.000273156502573611,-30.1617312766267,0.000273156502573611
