runcat,eta,V,maxFlux,medFlux,avgFlux,coord_datapoints,newSource,RA,RA_err,Dec,Dec_err
1,1.60355911299628,0.192031051463993,0.00161266600366767,0.00102363383477173,0.00105280453496863,22,N,282.956535394828,0.000297092396480517,-1.39256880523483,0.000297092396480517
2,1.1769288175781,0.179138380604067,0.00132269816298146,0.000975878350184899,0.000965042706286077,31,N,282.907274253969,0.000250530744364278,-1.47996339955793,0.000250530744364278
3,1.18756814630294,0.187294022141778,0.000989042028707482,0.00071961582939814,0.000740526280006682,16,N,282.890709222771,0.000348746159806961,-1.78307828724419,0.000348746159806961
4,0.730740905281853,0.205262457909858,0.000895086574803669,0.000601662841763825,0.000611467767253388,16,N,282.887445753199,0.00034937721383626,-1.25159275487097,0.00034937721383626
5,0.892840412644531,0.100925244314337,0.0015643635847712,0.00131188375741288,0.0012956280515617,35,N,282.86610819008,0.000235489034688573,-1.11305879256528,0.000235489034688573
6,1.00764179603845,0.390256471513911,0.000779981713156228,0.000347453889091019,0.000368091640117994,1,N,282.864978232999,0.00139623204337603,-1.7503936453248,0.00139623204337603
7,0.948182733637605,0.160862083920426,0.0012659761724211,0.000967996083236575,0.000957911765067874,25,N,282.844686542541,0.000278991907784883,-1.49453706466945,0.000278991907784883
8,0.965170698883695,0.387371802042911,0.00147127914020843,0.000558409235824134,0.000577522306583778,7,N,282.823110188083,0.000528388860523567,-1.73428386792708,0.000528388860523567
9,3.03887722486668,0.0388233171991824,0.00746856262064737,0.00690941719565618,0.00691743471340142,35,N,282.817256533035,0.000234794111642275,-1.73053852262325,0.000234794111642275
10,1.16183571149827,0.252966207495321,0.00108902831801407,0.000650118867659806,0.00068665045387739,15,N,282.775840366374,0.000360634882298085,-1.52147634005882,0.000360634882298085
11,0.61960029264348,0.0893705428792702,0.00167710636005749,0.00137015925358432,0.00138007472347809,35,N,282.771239968794,0.000235444002768527,-1.34428382596422,0.000235444002768527
12,0.500914064188624,0.0794495744277208,0.00152814861025294,0.00127576494644768,0.00128465886767523,34,N,282.758759165562,0.000238912274332661,-1.83537230953613,0.000238912274332661
13,0.925558004542818,0.208120709863328,0.00102515829038383,0.000772362889470375,0.000751184453524913,21,N,282.745995489853,0.000304589916239467,-1.95939933766603,0.000304589916239467
14,0.922335019405136,0.207115302763467,0.00101717068231649,0.000865504747976714,0.00082627097754243,26,N,282.735226482544,0.000274033017641865,-1.63400365558736,0.000274033017641865
