runcat,eta,V,maxFlux,medFlux,avgFlux,coord_datapoints,newSource,RA,RA_err,Dec,Dec_err
2874,4.99124453672944,0.420675972582427,0.000242895326318694,0.00012957223299237,0.000126634156458123,1,N,288.0236534864122,0.00140038883373287,11.0417895589987,0.00140038883373287
2875,10.5686958521648,0.35662807470484,0.000437412308915786,0.000220377491307486,0.00021704187765105,13,N,288.044013722444,0.000388858312903389,11.0953491889153,0.000388858312903389
2876,4.6731477728215,0.419858592192999,0.000270973101850778,0.000136628712536989,0.000136851853422193,1,N,288.0724023563692,0.00140036827306892,10.9368422635139,0.00140036827306892
2877,6.58533695188795,0.491618262029524,0.00036840457267454,0.00017094041464788,0.000156341027732435,1,N,288.0854700550462,0.0013986919537264,10.7476452361118,0.0013986919537264
2878,6.2534585929793,0.417657981008744,0.000417559656276846,0.000181874535915781,0.000180095864725844,2,N,288.09426541042,0.000989414190621309,11.2165873060606,0.000989414190621309
2879,5.85329139017012,0.565503217776948,0.000277546895788063,0.0001519539349401,0.000141944507842121,2,N,288.098244552617,0.000994393923310876,10.8528231209,0.000994393923310876
2880,9.59099527516438,0.391752588947808,0.000375252334593888,0.000243141705076129,0.000234105988356027,18,N,288.103372495769,0.000330811358101509,11.1037931657844,0.000330811358101509
2881,5.83174232139738,0.396736446408842,0.000287506890661896,0.000170897090262829,0.00015776883120495,1,N,288.113708348404,0.00140088974398911,10.6351716498434,0.00140088974398911
2882,48.1123821808886,0.231251722843587,0.000765477746561122,0.000549477091002508,0.000542556215836201,55,N,288.117601368361,0.000188279572927313,10.7788752540875,0.000188279572927313
2883,87.3458738950338,0.261898186130085,0.00096985739872428,0.00080038523305146,0.000763975682669223,58,N,288.119522619165,0.0001828170116857,11.3265702060057,0.0001828170116857
2884,6.13135677908034,0.520835980972289,0.000706246704599134,0.000182619268962543,0.000181611700527078,1,N,288.12339237746266,0.00140434465877692,10.64384405765,0.00140434465877692
2885,6.13308808962406,0.584429288575703,0.00100245716945655,0.000208793259536314,0.000213553570016629,3,N,288.129269641293,0.000810479081154895,11.0733265903722,0.000810479081154895
2886,9.45736699424593,0.305662925672646,0.000434456997593357,0.000264153117115946,0.00025933212835081,9,N,288.139369022178,0.000468682497570737,10.6285398472583,0.000468682497570737
2887,10.1451057905735,0.334429289557953,0.000379338698386786,0.000257840383096955,0.000234403137559726,12,N,288.142697961282,0.000404894456687573,10.9463763059992,0.000404894456687573
2888,15.8736942156584,0.310622671581119,0.000675147383176586,0.000345398654534768,0.000331788428163596,25,N,288.147787071176,0.000280179425231538,11.166126097879,0.000280179425231538
2889,23.5224202434767,0.256621960822322,0.000574580167242529,0.000422140850046936,0.000403621446016876,33,N,288.152347668695,0.000243429975002386,10.6265349208625,0.000243429975002386
2890,1724.61804341533,0.198295028578646,0.00399412144547098,0.0036873841636889,0.00354149958495641,59,N,288.154605283083,0.000180855951721248,10.824405903488,0.000180855951721248
2891,15.2011180498685,0.185407557459562,0.000708795813385196,0.000548997494260735,0.000527411135677789,32,N,288.955025573477,0.000248226338020522,11.2578274112199,0.000248226338020522
2892,135.980877652057,0.204416249697393,0.00152605781247021,0.00129298446764831,0.00124353490042941,59,N,288.955107541648,0.000181212213050858,11.0808331096796,0.000181212213050858
2893,17.4070787170715,0.232424301812304,0.00041098518612903,0.000300122287110943,0.000289267662499591,32,N,288.955283786214,0.000247804169832846,10.4115378443326,0.000247804169832846
2894,68.823533059278,0.161100042014086,0.0012267774680677,0.000994108604684934,0.000977108557332207,59,N,288.956982137832,0.000181529546275176,10.6931051451308,0.000181529546275176
2895,3.50314300207429,0.573720495722327,0.000285672917082896,0.000117754478749972,0.000112538816618936,1,N,288.9632654235688,0.00140261878483908,11.4617721845513,0.00140261878483908
2896,17.0983340345089,0.266452260415602,0.000536084738939264,0.000428540514219036,0.000401884796994391,44,N,288.963579780795,0.000211591055291262,10.9711833781424,0.000211591055291262
2897,3.6593435374473,0.531126446625217,0.00039166376055681,0.000128668657820568,0.00013336998817222,1,N,288.969024062954,0.00140352535400173,11.4469398660942,0.00140352535400173
2898,90.4249335652085,0.187038699061935,0.00134936117202392,0.00120696857641153,0.001163551402715,59,N,288.968552902169,0.000181350287714342,11.058064592669,0.000181350287714342
2899,13.0645019027553,0.272381033118132,0.000502980507374322,0.000365552991858336,0.000344639845441994,32,N,288.972133357593,0.000248322100886978,10.8701933157456,0.000248322100886978
2900,14.6836073374878,0.271498712978887,0.000751573962050626,0.000405447361119006,0.000396105645151626,29,N,288.973862892024,0.00026047676531306,10.8325076007016,0.00026047676531306
2901,478.010363869902,0.170863186464767,0.00204729167524938,0.00182598712968366,0.00177903864533138,59,N,288.979296981434,0.000180919097663408,10.4305805443889,0.000180919097663408
2902,934.830007801445,0.186038781483771,0.00326433412050529,0.00307548296427261,0.00294036623661469,59,N,288.980865829662,0.00018087428669494,11.5600091759886,0.00018087428669494
2903,439.147474234412,0.184289898667891,0.00286368851858283,0.00245938703231938,0.00237980538950543,59,N,288.98381248605,0.000180936339509724,10.8142292068552,0.000180936339509724
2904,6311.60518402197,0.186052307544693,0.00747659103122026,0.00714708061191908,0.00686856603612461,59,N,288.983953690759,0.000180826934209231,10.4439958680608,0.000180826934209231
