RA,DEC,Halpha,err_Halpha,Distance,xi,err_xi,sm,err_sm,m,err_m,t0,err_t0,rms1yr,err_rms1yr,theta_r,err_theta_r,nu0,fzero
284.7076268,-8.128171586,6.75390625,1.875,2.691501001,49.37064545,8.223682039,0.001372591,0.000381055,0.2725903,0.015135147,0.275266155,0.045851159,0.2725903,0.015135147,5.99E-08,5.72E-07,12.68726747,1.21E-09
284.3406655,-7.903733374,6.234375,1.8203125,2.924373993,49.04905563,8.59280474,0.001267007,0.000369941,0.273184749,0.015952894,0.285058401,0.049938804,0.273184749,0.015952894,5.71E-08,5.73E-07,12.63858893,1.16E-09
284.6193402,-7.956474217,5.6796875,1.765625,2.7720333,45.15775565,8.422822353,0.001154279,0.000358827,0.280816454,0.01745929,0.255516123,0.047658855,0.280816454,0.01745929,5.40E-08,5.77E-07,12.03876517,1.20E-09
207.3075247,-62.92222482,43.34375,5.53125,10.04404593,290.9703287,22.27905732,0.008808717,0.001124112,0.15090968,0.003851625,3.133933578,0.23995947,0.048153439,0.005331897,1.83E-07,8.02E-07,36.01909243,6.28E-10
207.5692138,-63.67576955,48.484375,6.0625,9.270365391,298.984045,22.43103062,0.009853443,0.001232077,0.149549166,0.003739934,3.093735476,0.232104945,0.048339351,0.005209556,1.96E-07,8.41E-07,36.59936201,6.54E-10
207.0553407,-63.27331751,47.109375,5.90625,10.03021397,305.6736393,22.99395883,0.009574003,0.001200323,0.14845016,0.003722333,3.290029745,0.247488821,0.045121221,0.00503749,1.92E-07,8.28E-07,37.0788665,6.29E-10
207.0536946,-63.27440012,47.109375,5.90625,10.03014359,305.6725669,22.99387816,0.009574003,0.001200323,0.148450334,0.003722337,3.29000666,0.247487084,0.045121591,0.005037512,1.92E-07,8.28E-07,37.07878998,6.29E-10
207.9934299,-63.69243345,44.015625,5.59375,8.927660469,276.867159,21.11149061,0.008945262,0.001136814,0.153429729,0.003899741,2.811428317,0.214375164,0.054573587,0.005703023,1.85E-07,8.06E-07,34.98164542,6.66E-10
274.5484365,7.18784026,3.88671875,0.62890625,1.353634343,25.13269143,2.440018372,0.000789895,0.000127812,0.341392257,0.011048072,0.099374835,0.009647849,0.341392257,0.011048072,4.30E-08,2.39E-07,8.528643508,1.71E-09
275.1675938,7.804329117,3.235351563,0.56640625,1.389382017,22.80878604,2.395852195,0.000657518,0.00011511,0.352613777,0.012346273,0.091369184,0.009597488,0.352613777,0.012346273,3.85E-08,2.32E-07,8.055520422,1.69E-09
274.8691952,6.911633087,4.298828125,0.671875,1.406973915,27.22021293,2.552590385,0.000873648,0.000136545,0.332432004,0.010391331,0.109728964,0.010289894,0.332432004,0.010391331,4.57E-08,2.46E-07,8.938483188,1.68E-09
274.5085726,7.811159231,3.686523438,0.609375,1.31557832,24.00308071,2.380597063,0.000749209,0.000123843,0.346665805,0.011460634,0.09356471,0.009279637,0.346665805,0.011460634,4.17E-08,2.37E-07,8.301025543,1.74E-09
275.1203533,6.698283217,3.97265625,0.640625,1.451659364,26.37056278,2.551488267,0.00080736,0.000130194,0.335964612,0.010835438,0.1079788,0.010447507,0.335964612,0.010835438,4.36E-08,2.42E-07,8.773291339,1.65E-09
274.9193671,6.673240184,4.43359375,0.6875,1.427782551,27.93335215,2.598909217,0.000901036,0.00013972,0.329578582,0.010221292,0.113433369,0.010553801,0.329578582,0.010221292,4.66E-08,2.48E-07,9.07550047,1.67E-09
274.7734568,7.007261768,5.08203125,0.75,1.389828947,29.91173181,2.648602327,0.001032817,0.000152422,0.322146052,0.009508385,0.119841979,0.010611681,0.322146052,0.009508385,5.05E-08,2.56E-07,9.448264425,1.69E-09
274.8825789,7.940412785,3.948242188,0.63671875,1.349061682,25.32775192,2.450709057,0.000802398,0.0001294,0.340513592,0.010982679,0.099976812,0.00967374,0.340513592,0.010982679,4.34E-08,2.41E-07,8.567518649,1.71E-09
274.5882901,7.085050606,3.97265625,0.640625,1.363906332,25.56108656,2.473167258,0.00080736,0.000130194,0.339474296,0.010948631,0.101451465,0.009815954,0.339474296,0.010948631,4.36E-08,2.42E-07,8.613859708,1.71E-09
275.5111815,7.878214204,3.666015625,0.609375,1.42648067,24.91081848,2.484446126,0.000745042,0.000123843,0.342402821,0.011383024,0.101113159,0.010084382,0.342402821,0.011383024,4.15E-08,2.37E-07,8.484274289,1.67E-09
274.7265627,7.523046674,4.8515625,0.7265625,1.354848138,28.72187034,2.58080581,0.000985979,0.000147659,0.326534516,0.009780261,0.113617379,0.010209098,0.326534516,0.009780261,4.91E-08,2.53E-07,9.225335759,1.71E-09
275.165843,7.05631079,4.4453125,0.6875,1.434629982,28.04463171,2.602384033,0.000903417,0.00013972,0.329142088,0.010180845,0.114158021,0.010593222,0.329142088,0.010180845,4.66E-08,2.48E-07,9.09675125,1.66E-09
275.1098526,6.915039723,4.841796875,0.7265625,1.436481936,29.53877632,2.659562209,0.000983995,0.000147659,0.323496187,0.0097088,0.120317645,0.010832956,0.323496187,0.0097088,4.91E-08,2.53E-07,9.378788212,1.66E-09
275.1049862,7.526429594,4.3203125,0.67578125,1.398392688,27.21837048,2.554490758,0.000878014,0.000137339,0.332439504,0.010400006,0.109386426,0.010266104,0.332439504,0.010400006,4.58E-08,2.46E-07,8.938127261,1.68E-09
275.2352733,6.441680353,5.662109375,0.80859375,1.483754431,32.97663995,2.825594297,0.001150706,0.00016433,0.311839553,0.008906629,0.136513045,0.011697083,0.311839553,0.008906629,5.39E-08,2.65E-07,10.0062782,1.63E-09
274.707287,6.479065725,3.90234375,0.6328125,1.413625166,25.74547507,2.504965106,0.00079307,0.000128606,0.338661918,0.01098363,0.104029086,0.010121749,0.338661918,0.01098363,4.31E-08,2.40E-07,8.650356962,1.67E-09
275.7165157,7.628621612,4.775390625,0.72265625,1.468694803,29.62167015,2.689575105,0.000970499,0.000146865,0.323194146,0.009781746,0.122000626,0.011077358,0.323194146,0.009781746,4.87E-08,2.53E-07,9.394262186,1.64E-09
274.6093492,6.771328879,3.126953125,0.5546875,1.384415311,22.30717011,2.374229766,0.000635488,0.000112729,0.355237256,0.012603046,0.08919991,0.009493857,0.355237256,0.012603046,3.78E-08,2.30E-07,7.950832474,1.69E-09
274.8194729,6.76604382,3.252929688,0.56640625,1.409778674,23.05041399,2.408149044,0.00066109,0.00011511,0.351377345,0.012236498,0.093012418,0.009717299,0.351377345,0.012236498,3.87E-08,2.31E-07,8.105610008,1.68E-09
275.0375073,7.446936741,3.407226563,0.58203125,1.395082441,23.57648049,2.41643746,0.000692448,0.000118286,0.348744212,0.011914679,0.094638021,0.009699788,0.348744212,0.011914679,3.98E-08,2.33E-07,8.213921595,1.69E-09
274.8745939,7.784135936,5.400390625,0.78125,1.35685399,30.65209239,2.660579515,0.001097517,0.000158773,0.319531215,0.009245026,0.121342635,0.010532453,0.319531215,0.009245026,5.24E-08,2.61E-07,9.585136321,1.71E-09
275.1263867,7.338260677,4.5625,0.69921875,1.412301237,28.26336234,2.598874268,0.000927233,0.000142102,0.328290809,0.010062338,0.114149558,0.010496287,0.328290809,0.010062338,4.74E-08,2.50E-07,9.138418871,1.68E-09
275.6486528,6.797204472,6.35546875,0.87890625,1.516116657,35.72673101,2.964418324,0.001291617,0.000178619,0.303623634,0.008397703,0.149501768,0.012404879,0.303623634,0.008397703,5.78E-08,2.75E-07,10.48903341,1.62E-09
274.9803044,7.738512516,5.255859375,0.765625,1.371427788,30.31873924,2.649932258,0.001068144,0.000155597,0.320698026,0.009343265,0.120665842,0.010546491,0.320698026,0.009343265,5.16E-08,2.58E-07,9.523679515,1.70E-09
275.1253348,6.57207034,5.04296875,0.74609375,1.460508,30.52124322,2.709321934,0.001024879,0.000151628,0.319987191,0.00946825,0.125354788,0.011127544,0.319987191,0.00946825,5.03E-08,2.56E-07,9.561045563,1.65E-09
274.7155137,7.064475911,3.6875,0.609375,1.379697724,24.58496867,2.437662154,0.000749408,0.000123843,0.343908925,0.011366481,0.098140524,0.009730882,0.343908925,0.011366481,4.17E-08,2.37E-07,8.418814785,1.70E-09
274.5440739,7.78917576,3.772460938,0.6171875,1.320492525,24.38267041,2.393452852,0.000766674,0.000125431,0.344857422,0.01128397,0.095221711,0.009347158,0.344857422,0.01128397,4.23E-08,2.38E-07,8.377995571,1.73E-09
275.5317887,7.767851392,3.974609375,0.640625,1.435942845,26.23515816,2.537139698,0.000807757,0.000130194,0.336541612,0.010848713,0.10684126,0.010332364,0.336541612,0.010848713,4.36E-08,2.42E-07,8.746764796,1.66E-09
275.0913894,7.185637796,6.3203125,0.875,1.417346739,34.42861948,2.859830829,0.001284472,0.000177826,0.307392639,0.008511242,0.139297846,0.011570847,0.307392639,0.008511242,5.76E-08,2.74E-07,10.26314251,1.67E-09
275.5259562,6.549152855,6.962890625,0.94140625,1.516358657,37.7409803,3.061624498,0.001415063,0.000191321,0.298123086,0.008061449,0.157943182,0.01281267,0.298123086,0.008061449,6.10E-08,2.84E-07,10.83295983,1.62E-09
275.8181734,7.100595509,8.1953125,1.0625,1.518581211,41.64825194,3.239749853,0.001665527,0.000215931,0.28849242,0.007480452,0.174422508,0.013568044,0.28849242,0.007480452,6.73E-08,3.00E-07,11.4792624,1.62E-09
274.9547424,7.5117465,3.607421875,0.6015625,1.381543469,24.27945127,2.429260096,0.000733134,0.000122255,0.345345428,0.011517749,0.09698574,0.009703827,0.345345428,0.011517749,4.11E-08,2.36E-07,8.357114953,1.69E-09
275.9303337,7.262992873,7.470703125,0.9921875,1.522945555,39.45459021,3.143989389,0.001518265,0.000201642,0.293742974,0.007802428,0.165472742,0.013185907,0.293742974,0.007802428,6.37E-08,2.91E-07,11.11964407,1.61E-09
274.8600169,7.797899312,5.400390625,0.78125,1.354452708,30.62495722,2.658224201,0.001097517,0.000158773,0.319625561,0.009247756,0.12112789,0.010513813,0.319625561,0.009247756,5.24E-08,2.61E-07,9.580144017,1.71E-09
275.0139354,7.749803859,4.7890625,0.71875,1.374647448,28.70677584,2.585014707,0.000973277,0.000146071,0.326591738,0.00980308,0.114384406,0.010300194,0.326591738,0.00980308,4.88E-08,2.52E-07,9.222483247,1.70E-09
275.2267019,7.282758092,5.587890625,0.80078125,1.42807424,32.09686144,2.759814113,0.001135623,0.000162742,0.314663096,0.009018656,0.130354101,0.011208357,0.314663096,0.009018656,5.35E-08,2.64E-07,9.848372536,1.67E-09
275.0634083,7.475379744,3.846679688,0.625,1.396474002,25.36918236,2.473157419,0.000781758,0.000127018,0.340328127,0.011059153,0.101884856,0.009932417,0.340328127,0.011059153,4.28E-08,2.39E-07,8.57576001,1.69E-09
274.5198467,6.958416882,4.091796875,0.65234375,1.363321761,26.01273856,2.488283049,0.000831573,0.000132575,0.337498081,0.010761276,0.103221935,0.009873831,0.337498081,0.010761276,4.44E-08,2.43E-07,8.703067882,1.71E-09
274.4692416,6.77733051,3.561523438,0.59765625,1.367870273,23.97410322,2.41384456,0.000723806,0.000121461,0.34680542,0.011639426,0.09529093,0.009594415,0.34680542,0.011639426,4.08E-08,2.35E-07,8.295129072,1.70E-09
274.3724332,7.32672098,3.154296875,0.55859375,1.32677022,21.95218953,2.332505089,0.000641045,0.000113523,0.357141829,0.012649234,0.085933488,0.009130766,0.357141829,0.012649234,3.80E-08,2.31E-07,7.87616127,1.73E-09
274.7477984,7.214106942,4.3515625,0.67578125,1.374780092,27.10455049,2.525540847,0.000884365,0.000137339,0.332904192,0.010339754,0.108005424,0.010063702,0.332904192,0.010339754,4.60E-08,2.46E-07,8.916121505,1.70E-09
275.5060724,7.479955992,4.130859375,0.65625,1.450964508,26.98926715,2.572594055,0.000839511,0.000133369,0.333377513,0.010592421,0.110485739,0.010531407,0.333377513,0.010592421,4.46E-08,2.44E-07,8.893794295,1.65E-09
274.5111968,7.212532155,3.716796875,0.61328125,1.348117202,24.41763321,2.417384243,0.000755362,0.000124637,0.344692747,0.011375042,0.096350535,0.009538855,0.344692747,0.011375042,4.19E-08,2.38E-07,8.385060533,1.72E-09
275.4447735,7.451008841,4.060546875,0.6484375,1.444965263,26.65740375,2.554186964,0.000825222,0.000131781,0.33475524,0.010691557,0.108901357,0.010434415,0.33475524,0.010691557,4.42E-08,2.42E-07,8.829302209,1.66E-09
275.1657323,7.145264657,5.404296875,0.78515625,1.429042701,31.47056675,2.743296256,0.001098311,0.000159567,0.316736766,0.009203338,0.127853878,0.011145051,0.316736766,0.009203338,5.24E-08,2.62E-07,9.734873727,1.67E-09
