Image ID,Observation Date,MJD,Filter,Detection ID,Distance [arcsec],RA [deg],DEC [deg],Mag_Opt,Magerr_Opt,Flux [μJy],Fluxerr [μJy],Zero-point stdev,flags,flags_mask,class_star,number,x_pos,y_pos,xvar_pos,yvar_pos,xycov_pos,elongation,fwhm,background,mag_aper_r0.66xfwhm,mag_aper_r1.5xfwhm,mag_aper_r5xfwhm,magerr_aper_r0.66xfwhm,magerr_aper_r1.5xfwhm,magerr_aper_r5xfwhm,e_flux_opt,e_fluxerr_opt
111399,2021-09-26 19:40:20.822000,59483.81969,q,5083132038,0.0953,270.58028,-30.24055,16.079,0.0073,1343.664,9.088,0.0437,1,0,0.008,414388,286.781,9452.942,1.012e-02,1.016e-02,-1.698e-05,1.392,11.857,21.470,17.097,15.831,15.469,0.0268,0.0188,0.0443,51794.810,350.308
111400,2021-09-26 19:41:43.798000,59483.82065,u,5083223036,0.1412,270.58031,-30.24055,17.700,0.0902,301.978,25.085,0.1246,2,0,0.369,45158,286.351,9458.387,1.314e-01,1.328e-01,-4.280e-05,1.575,5.450,2.704,18.341,17.578,-1.000,0.1200,0.1333,-1.0000,26.219,2.178
111401,2021-09-26 19:43:11.197000,59483.82166,q,5083591376,0.1559,270.58032,-30.24053,16.060,0.0075,1368.223,9.466,0.0515,1,0,0.009,364766,285.664,9464.288,1.214e-02,1.219e-02,-1.817e-05,1.412,12.101,18.021,16.966,15.804,15.441,0.0268,0.0207,0.0490,53123.780,367.541
111403,2021-09-26 19:46:06.478000,59483.82369,q,5084355599,0.0796,270.58029,-30.24054,16.046,0.0076,1385.943,9.753,0.0470,1,0,0.007,349584,285.853,9456.818,1.460e-02,1.465e-02,-1.626e-05,1.372,12.106,15.661,16.989,15.813,15.364,0.0279,0.0213,0.0467,53240.055,374.647
111404,2021-09-26 19:47:34.778000,59483.82471,g,5084733845,0.0873,270.58025,-30.24052,16.012,0.0092,1429.122,12.106,0.0426,0,0,0.012,339200,285.276,9464.487,4.641e-03,4.719e-03,-2.774e-05,1.391,12.613,7.488,16.968,15.726,15.438,0.0180,0.0127,0.0311,483.178,4.093
111405,2021-09-26 19:49:02.047000,59483.82572,q,5085144967,0.1039,270.58030,-30.24054,16.090,0.0076,1330.309,9.276,0.0485,1,0,0.008,376488,285.099,9469.805,1.209e-02,1.214e-02,-1.723e-05,1.368,12.270,13.568,16.992,15.807,15.451,0.0268,0.0203,0.0484,51579.599,359.670
111406,2021-09-26 19:50:29.475000,59483.82673,r,5085538001,0.0551,270.58029,-30.24052,16.155,0.0137,1253.718,15.835,0.0501,0,0,0.002,350629,285.639,9465.844,2.566e-02,2.576e-02,-2.858e-05,1.461,12.204,6.618,16.924,15.878,15.496,0.0381,0.0327,0.0760,347.282,4.386
111407,2021-09-26 19:51:57.834000,59483.82775,q,5085970410,0.0805,270.58029,-30.24054,16.158,0.0078,1249.708,9.013,0.0500,1,0,0.007,392151,284.755,9463.135,1.286e-02,1.291e-02,-1.598e-05,1.360,11.843,8.284,17.116,15.887,15.501,0.0284,0.0207,0.0478,47948.157,345.807
117172,2021-11-06 18:16:20.337000,59524.76135,q,5178907982,0.1290,270.58031,-30.24052,16.126,0.0101,1287.298,11.980,0.0658,1,0,0.009,206023,354.569,5264.545,1.430e-02,1.434e-02,-1.022e-05,1.350,11.916,20.160,16.708,15.772,15.406,0.0274,0.0261,0.0619,54064.463,503.130
117174,2021-11-06 18:19:17.687000,59524.76340,g,5179271335,0.1811,270.58028,-30.24047,15.972,0.0120,1483.518,16.361,0.0481,0,0,0.489,142925,353.111,5272.370,9.056e-03,9.178e-03,-2.484e-05,1.547,13.607,8.680,16.054,15.585,14.870,0.0173,0.0249,0.0426,30366.468,334.889
117175,2021-11-06 18:20:45.202000,59524.76441,r,5179622784,0.0549,270.58026,-30.24051,16.121,0.0166,1293.016,19.744,0.0673,0,0,0.012,220012,352.688,5275.155,2.824e-02,2.834e-02,-2.330e-05,1.348,11.408,29.253,16.822,15.854,15.345,0.0400,0.0370,0.0769,22598.503,345.077
117178,2021-11-06 18:25:11.027000,59524.76749,q,5180939618,0.0584,270.58029,-30.24053,16.080,0.0096,1343.046,11.884,0.0564,0,0,0.009,182929,350.583,5275.059,1.994e-02,1.998e-02,-1.156e-05,1.333,11.860,47.525,16.737,15.779,15.132,0.0300,0.0281,0.0513,52827.834,467.465
135661,2022-03-28 02:17:18.035000,59666.09535,q,5885413366,0.2105,270.58033,-30.24050,16.110,0.0069,1305.785,8.288,0.0513,3,0,0.009,242313,268.068,4893.900,1.078e-02,1.083e-02,-1.188e-05,1.507,11.971,18.251,16.769,15.761,15.357,0.0244,0.0218,0.0498,64502.195,409.393
135663,2022-03-28 02:20:13.874000,59666.09738,i,5885971212,0.6616,270.58007,-30.24056,17.100,0.0359,524.751,17.341,0.0434,3,0,0.495,256129,265.917,4888.748,1.548e-01,1.548e-01,4.456e-05,1.593,7.407,12.624,17.641,16.734,16.722,0.1166,0.1144,0.3760,103.868,3.432
135712,2022-03-28 03:35:50.727000,59666.14989,q,5894843853,0.0879,270.58026,-30.24050,16.255,0.0071,1143.314,7.512,0.0511,3,0,0.003,276214,228.916,4908.751,9.419e-03,9.454e-03,-1.117e-05,1.377,11.695,19.681,17.379,15.971,15.450,0.0309,0.0191,0.0391,852.739,5.603
