,Field,subject_id,workflow_id_x,task,reducer,data.stable,data.unsure,data.extended-blob,data.aggregation_version,data.transient-variable,data.artefact,Sum,transFrac,stableFrac,extendFrac,unsureFrac,arteFrac,T+U,project_id,workflow_id_y,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at,LC,RA_x,Dec_x,Image,runcat,date_obs,medianFlux(mJy),LCurl,Imageurl,eta,V,maxFlux,medFlux,avgFlux,coord_datapoints,newSource,RA_y,RA_err,Dec_y,Dec_err,t/v,Extended?,Notes,"ML? (<2"")",ML_r (arcsec),ML Notes
38,J1848G,70786703,19109,T0,question_reducer,0,1,1,3.6.0,4,3,9,0.444444444,0,0.111111111,0.111111111,0.333333333,0.555555556,15976,19109,100047,"{""LC"":""94_ra282.208_dec-1.497_J1848GTraPDB_anderssonLC.png"",""RA"":""282.207796283408"",""Dec"":""-1.49686447714594"",""Image"":""94_ra282.208_dec-1.497_J1848GTraPDB_anderssonImage.png"",""runcat"":""94"",""date_obs"":""2021-11-08T15:18:34.500"",""medianFlux(mJy)"":""4.826285084439061""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/07a94e34-c576-481b-8623-b79a8855f6c3.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/4edc3b98-83fb-49a0-808f-5b8f4f0b6066.png""}",10,2022-01-28 19:57:08 UTC,classification_count,2021-12-03 14:21:24 UTC,2021-12-03 14:21:24 UTC,94_ra282.208_dec-1.497_J1848GTraPDB_anderssonLC.png,282.2077963,-1.496864477,94_ra282.208_dec-1.497_J1848GTraPDB_anderssonImage.png,94,2021-11-08T15:18:34.500,4.826285084,https://panoptes-uploads.zooniverse.org/subject_location/07a94e34-c576-481b-8623-b79a8855f6c3.png,https://panoptes-uploads.zooniverse.org/subject_location/4edc3b98-83fb-49a0-808f-5b8f4f0b6066.png,37.02177271,0.463195859,0.013661609,0.004826285,0.00535543,9,N,282.2077963,0.00047562,-1.496864477,0.00047562,1,0,Jet,0,0,
41,J1848G,70786771,19109,T0,question_reducer,2,0,0,3.6.0,8,1,11,0.727272727,0.181818182,0,0,0.090909091,0.727272727,15976,19109,100047,"{""LC"":""108_ra282.098_dec-1.400_J1848GTraPDB_anderssonLC.png"",""RA"":""282.098298551173"",""Dec"":""-1.3995575142457601"",""Image"":""108_ra282.098_dec-1.400_J1848GTraPDB_anderssonImage.png"",""runcat"":""108"",""date_obs"":""2021-02-28T07:29:28.900"",""medianFlux(mJy)"":""15.2137054197495""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a221df3c-2dbf-44e4-ba7a-03563748a36e.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/9d4be520-168f-4d0c-b094-3d4085f6d7d1.png""}",10,2022-02-14 20:13:56 UTC,classification_count,2021-12-03 14:21:38 UTC,2021-12-03 14:21:38 UTC,108_ra282.098_dec-1.400_J1848GTraPDB_anderssonLC.png,282.0982986,-1.399557514,108_ra282.098_dec-1.400_J1848GTraPDB_anderssonImage.png,108,2021-02-28T07:29:28.900,15.21370542,https://panoptes-uploads.zooniverse.org/subject_location/a221df3c-2dbf-44e4-ba7a-03563748a36e.png,https://panoptes-uploads.zooniverse.org/subject_location/9d4be520-168f-4d0c-b094-3d4085f6d7d1.png,5.025466834,0.048342726,0.016646028,0.015213705,0.015202372,35,N,282.0983156,0.000234794,-1.399542476,0.000234794,1,0,,0,0,
46,J1848G,70786879,19109,T0,question_reducer,1,0,0,3.6.0,8,0,9,0.888888889,0.111111111,0,0,0,0.888888889,15976,19109,100047,"{""LC"":""229_ra282.207_dec-1.499_J1848GTraPDB_anderssonLC.png"",""RA"":""282.206987053898"",""Dec"":""-1.49966214209343"",""Image"":""229_ra282.207_dec-1.499_J1848GTraPDB_anderssonImage.png"",""runcat"":""229"",""date_obs"":""2021-11-08T15:18:34.500"",""medianFlux(mJy)"":""15.699530883123998""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/d7f76e21-4924-43ac-b195-9f0f68ee45d0.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/e6e03b31-c6fc-4bec-a37e-f1718fcf7407.png""}",10,2022-02-10 22:27:49 UTC,classification_count,2021-12-03 14:21:59 UTC,2021-12-03 14:21:59 UTC,229_ra282.207_dec-1.499_J1848GTraPDB_anderssonLC.png,282.2069871,-1.499662142,229_ra282.207_dec-1.499_J1848GTraPDB_anderssonImage.png,229,2021-11-08T15:18:34.500,15.69953088,https://panoptes-uploads.zooniverse.org/subject_location/d7f76e21-4924-43ac-b195-9f0f68ee45d0.png,https://panoptes-uploads.zooniverse.org/subject_location/e6e03b31-c6fc-4bec-a37e-f1718fcf7407.png,984.1527538,0.671641065,0.048093463,0.015699531,0.018571508,26,40,282.2071283,0.000275086,-1.498915115,0.000275086,1,0,Jet,0,0,
48,J1848G,70786931,19109,T0,question_reducer,3,1,1,3.6.0,5,0,10,0.5,0.3,0.1,0.1,0,0.6,15976,19109,100047,"{""LC"":""113_ra282.080_dec-1.679_J1848GTraPDB_anderssonLC.png"",""RA"":""282.079696883993"",""Dec"":""-1.6791225821352198"",""Image"":""113_ra282.080_dec-1.679_J1848GTraPDB_anderssonImage.png"",""runcat"":""113"",""date_obs"":""2021-10-04T15:47:40.000"",""medianFlux(mJy)"":""80.35022677906099""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/adfa30d6-c459-4624-831b-505b9f9ebab1.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/3484a1a9-7565-431f-a224-ddcaa00ee458.png""}",10,2022-02-06 05:13:12 UTC,classification_count,2021-12-03 14:22:09 UTC,2021-12-03 14:22:09 UTC,113_ra282.080_dec-1.679_J1848GTraPDB_anderssonLC.png,282.0796969,-1.679122582,113_ra282.080_dec-1.679_J1848GTraPDB_anderssonImage.png,113,2021-10-04T15:47:40.000,80.35022678,https://panoptes-uploads.zooniverse.org/subject_location/adfa30d6-c459-4624-831b-505b9f9ebab1.png,https://panoptes-uploads.zooniverse.org/subject_location/3484a1a9-7565-431f-a224-ddcaa00ee458.png,12.45335891,0.019467625,0.083296862,0.080350227,0.080268696,35,N,282.0797193,0.000234767,-1.679121018,0.000234767,1,0,too good to be true,0,0,
49,MAXIJ1803,70789583,19109,T0,question_reducer,4,2,0,3.6.0,4,0,10,0.4,0.4,0,0.2,0,0.6,15976,19109,100062,"{""LC"":""76_ra271.374_dec-30.120_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""271.373733221867"",""Dec"":""-30.1200349618949"",""Image"":""76_ra271.374_dec-30.120_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""76"",""date_obs"":""2021-05-22T01:09:46.200"",""medianFlux(mJy)"":""9.11746213972784""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/f60c7185-a38f-444c-afb2-a5294b8d33af.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/64602ece-b1ff-4686-b38f-a7777b962248.png""}",10,2022-02-19 20:14:26 UTC,classification_count,2021-12-03 16:22:52 UTC,2021-12-03 16:22:52 UTC,76_ra271.374_dec-30.120_MAXIJ1803TraPDB_anderssonLC.png,271.3737332,-30.12003496,76_ra271.374_dec-30.120_MAXIJ1803TraPDB_anderssonImage.png,76,2021-05-22T01:09:46.200,9.11746214,https://panoptes-uploads.zooniverse.org/subject_location/f60c7185-a38f-444c-afb2-a5294b8d33af.png,https://panoptes-uploads.zooniverse.org/subject_location/64602ece-b1ff-4686-b38f-a7777b962248.png,23.03237085,0.022860218,0.009644897,0.009117462,0.009187202,28,N,271.3738103,0.000262477,-30.12010987,0.000262477,1,0,,1,0.387,EclipsingBinary
50,MAXIJ1803,70789643,19109,T0,question_reducer,2,0,1,3.6.0,6,1,10,0.6,0.2,0.1,0,0.1,0.6,15976,19109,100062,"{""LC"":""481_ra270.424_dec-29.801_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""270.42418896281004"",""Dec"":""-29.8009160237257"",""Image"":""481_ra270.424_dec-29.801_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""481"",""date_obs"":""2021-07-31T20:36:16.500"",""medianFlux(mJy)"":""0.486586082578298""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/3296e356-d87d-447b-9501-53dde913028c.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/8c45efd2-c0ba-436a-9040-07a010e837e2.png""}",10,2022-01-24 23:26:22 UTC,classification_count,2021-12-03 16:22:59 UTC,2021-12-03 16:22:59 UTC,481_ra270.424_dec-29.801_MAXIJ1803TraPDB_anderssonLC.png,270.424189,-29.80091602,481_ra270.424_dec-29.801_MAXIJ1803TraPDB_anderssonImage.png,481,2021-07-31T20:36:16.500,0.486586083,https://panoptes-uploads.zooniverse.org/subject_location/3296e356-d87d-447b-9501-53dde913028c.png,https://panoptes-uploads.zooniverse.org/subject_location/8c45efd2-c0ba-436a-9040-07a010e837e2.png,1.042103263,0.072074097,0.000546156,0.000486586,0.000487454,28,N,270.4241909,0.000262771,-29.80091763,0.000262771,1,0,,0,0,
52,MAXIJ1803,70789787,19109,T0,question_reducer,2,1,0,3.6.0,6,1,10,0.6,0.2,0,0.1,0.1,0.7,15976,19109,100062,"{""LC"":""127_ra271.225_dec-29.740_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""271.224794526535"",""Dec"":""-29.7400705778056"",""Image"":""127_ra271.225_dec-29.740_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""127"",""date_obs"":""2021-05-07T02:57:47.000"",""medianFlux(mJy)"":""1.9394833688800053""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2e7301ca-24d4-47e6-8897-48e00c1d2bf2.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/b6f98d23-c0f2-4c9f-aa7a-36b8fc1ef23e.png""}",10,2022-02-17 04:22:59 UTC,classification_count,2021-12-03 16:23:20 UTC,2021-12-03 16:23:20 UTC,127_ra271.225_dec-29.740_MAXIJ1803TraPDB_anderssonLC.png,271.2247945,-29.74007058,127_ra271.225_dec-29.740_MAXIJ1803TraPDB_anderssonImage.png,127,2021-05-07T02:57:47.000,1.939483369,https://panoptes-uploads.zooniverse.org/subject_location/2e7301ca-24d4-47e6-8897-48e00c1d2bf2.png,https://panoptes-uploads.zooniverse.org/subject_location/b6f98d23-c0f2-4c9f-aa7a-36b8fc1ef23e.png,2.88203307,0.032901258,0.002101485,0.001939483,0.00195436,28,N,271.2248743,0.000262497,-29.74007238,0.000262497,1,0,,0,0,
55,MAXIJ1803,70789902,19109,T0,question_reducer,3,1,0,3.6.0,6,0,10,0.6,0.3,0,0.1,0,0.7,15976,19109,100062,"{""LC"":""337_ra270.687_dec-30.534_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""270.68717392792803"",""Dec"":""-30.5335593568542"",""Image"":""337_ra270.687_dec-30.534_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""337"",""date_obs"":""2021-06-12T23:41:27.800"",""medianFlux(mJy)"":""2.0726455384292652""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/6a51f125-c337-4a23-a7e8-1dd348f6375d.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/dd96bc11-dfe9-4d8a-bed1-01a9c223666c.png""}",10,2022-02-17 18:23:49 UTC,classification_count,2021-12-03 16:23:34 UTC,2021-12-03 16:23:34 UTC,337_ra270.687_dec-30.534_MAXIJ1803TraPDB_anderssonLC.png,270.6871739,-30.53355936,337_ra270.687_dec-30.534_MAXIJ1803TraPDB_anderssonImage.png,337,2021-06-12T23:41:27.800,2.072645538,https://panoptes-uploads.zooniverse.org/subject_location/6a51f125-c337-4a23-a7e8-1dd348f6375d.png,https://panoptes-uploads.zooniverse.org/subject_location/dd96bc11-dfe9-4d8a-bed1-01a9c223666c.png,2.147187944,0.02465379,0.002215402,0.002072646,0.002085997,28,N,270.6871816,0.000262491,-30.53360997,0.000262491,1,0,marginal,0,0,
56,MAXIJ1803,70789937,19109,T0,question_reducer,4,0,0,3.6.0,5,1,10,0.5,0.4,0,0,0.1,0.5,15976,19109,100062,"{""LC"":""194_ra271.029_dec-30.293_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""271.028579750395"",""Dec"":""-30.292980409227"",""Image"":""194_ra271.029_dec-30.293_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""194"",""date_obs"":""2021-08-15T21:25:30.800"",""medianFlux(mJy)"":""127.29166669502501""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a012b431-1edb-4d64-b7eb-8d4726f04436.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/d1259486-bece-4121-8cfe-db9b2c4a34de.png""}",10,2022-02-10 03:25:37 UTC,classification_count,2021-12-03 16:23:39 UTC,2021-12-03 16:23:39 UTC,194_ra271.029_dec-30.293_MAXIJ1803TraPDB_anderssonLC.png,271.0285798,-30.29298041,194_ra271.029_dec-30.293_MAXIJ1803TraPDB_anderssonImage.png,194,2021-08-15T21:25:30.800,127.2916667,https://panoptes-uploads.zooniverse.org/subject_location/a012b431-1edb-4d64-b7eb-8d4726f04436.png,https://panoptes-uploads.zooniverse.org/subject_location/d1259486-bece-4121-8cfe-db9b2c4a34de.png,99.75201508,0.015620853,0.131127771,0.127291667,0.127147349,28,N,271.0286188,0.000262476,-30.29301344,0.000262476,1,0,too good to be true,0,0,
58,MAXIJ1803,70790055,19109,T0,question_reducer,4,0,1,3.6.0,5,0,10,0.5,0.4,0.1,0,0,0.5,15976,19109,100062,"{""LC"":""232_ra270.934_dec-29.951_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""270.93366073781505"",""Dec"":""-29.950900302596803"",""Image"":""232_ra270.934_dec-29.951_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""232"",""date_obs"":""2021-06-12T23:41:27.800"",""medianFlux(mJy)"":""1.63360648465181""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/935cafcf-0e4e-4adc-a35b-abc0e4e66420.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/9e98bc51-d42f-46d0-8ff1-bfe0d496eba8.png""}",10,2022-02-18 23:04:51 UTC,classification_count,2021-12-03 16:23:54 UTC,2021-12-03 16:23:54 UTC,232_ra270.934_dec-29.951_MAXIJ1803TraPDB_anderssonLC.png,270.9336607,-29.9509003,232_ra270.934_dec-29.951_MAXIJ1803TraPDB_anderssonImage.png,232,2021-06-12T23:41:27.800,1.633606485,https://panoptes-uploads.zooniverse.org/subject_location/935cafcf-0e4e-4adc-a35b-abc0e4e66420.png,https://panoptes-uploads.zooniverse.org/subject_location/9e98bc51-d42f-46d0-8ff1-bfe0d496eba8.png,2.441270443,0.035561807,0.001731548,0.001633606,0.001633011,28,N,270.9336913,0.000262506,-29.95093197,0.000262506,1,0,,1,1.891,91dp
60,MAXIJ1803,70790141,19109,T0,question_reducer,4,1,0,3.6.0,4,0,9,0.444444444,0.444444444,0,0.111111111,0,0.555555556,15976,19109,100062,"{""LC"":""343_ra270.681_dec-29.466_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""270.68070303241797"",""Dec"":""-29.466480156652604"",""Image"":""343_ra270.681_dec-29.466_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""343"",""date_obs"":""2021-06-12T23:41:27.800"",""medianFlux(mJy)"":""2.0009693253861545""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7dbef577-7121-45cb-a062-73fa7d0f1066.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/efa7603f-5cde-4ab3-bf9c-c2c8e1bf337c.png""}",10,2022-01-14 19:11:21 UTC,classification_count,2021-12-03 16:24:05 UTC,2021-12-03 16:24:05 UTC,343_ra270.681_dec-29.466_MAXIJ1803TraPDB_anderssonLC.png,270.680703,-29.46648016,343_ra270.681_dec-29.466_MAXIJ1803TraPDB_anderssonImage.png,343,2021-06-12T23:41:27.800,2.000969325,https://panoptes-uploads.zooniverse.org/subject_location/7dbef577-7121-45cb-a062-73fa7d0f1066.png,https://panoptes-uploads.zooniverse.org/subject_location/efa7603f-5cde-4ab3-bf9c-c2c8e1bf337c.png,3.814532825,0.033846806,0.002122645,0.002000969,0.002005383,28,N,270.6807347,0.000262492,-29.46648135,0.000262492,1,0,,0,0,
61,MAXIJ1803,70790174,19109,T0,question_reducer,0,1,1,3.6.0,7,0,9,0.777777778,0,0.111111111,0.111111111,0,0.888888889,15976,19109,100062,"{""LC"":""332_ra270.699_dec-29.561_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""270.69915951613"",""Dec"":""-29.561316630358895"",""Image"":""332_ra270.699_dec-29.561_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""332"",""date_obs"":""2021-05-07T02:57:47.000"",""medianFlux(mJy)"":""2.4053617580472153""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b2d060f4-f0ef-4fe5-8697-419613233205.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/a02043e4-2cb1-4961-aa2d-7a97fd2ea5f4.png""}",10,2022-02-17 02:57:17 UTC,classification_count,2021-12-03 16:24:10 UTC,2021-12-03 16:24:10 UTC,332_ra270.699_dec-29.561_MAXIJ1803TraPDB_anderssonLC.png,270.6991595,-29.56131663,332_ra270.699_dec-29.561_MAXIJ1803TraPDB_anderssonImage.png,332,2021-05-07T02:57:47.000,2.405361758,https://panoptes-uploads.zooniverse.org/subject_location/b2d060f4-f0ef-4fe5-8697-419613233205.png,https://panoptes-uploads.zooniverse.org/subject_location/a02043e4-2cb1-4961-aa2d-7a97fd2ea5f4.png,3.500031585,0.028763121,0.002558555,0.002405362,0.002428835,28,N,270.6991991,0.000262488,-29.56133492,0.000262488,1,0,,1,1.495,2 sources but seem identical
64,MAXIJ1803,70790384,19109,T0,question_reducer,4,0,2,3.6.0,4,0,10,0.4,0.4,0.2,0,0,0.4,15976,19109,100062,"{""LC"":""70_ra271.383_dec-30.411_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""271.382692205134"",""Dec"":""-30.411291796914895"",""Image"":""70_ra271.383_dec-30.411_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""70"",""date_obs"":""2021-06-12T23:41:27.800"",""medianFlux(mJy)"":""6.1992861608172145""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/9fdb0680-863c-4074-bace-e354ba80585e.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/354a2a0c-ba3f-440f-9b19-536afa2035da.png""}",10,2022-02-19 16:08:11 UTC,classification_count,2021-12-03 16:24:38 UTC,2021-12-03 16:24:38 UTC,70_ra271.383_dec-30.411_MAXIJ1803TraPDB_anderssonLC.png,271.3826922,-30.4112918,70_ra271.383_dec-30.411_MAXIJ1803TraPDB_anderssonImage.png,70,2021-06-12T23:41:27.800,6.199286161,https://panoptes-uploads.zooniverse.org/subject_location/9fdb0680-863c-4074-bace-e354ba80585e.png,https://panoptes-uploads.zooniverse.org/subject_location/354a2a0c-ba3f-440f-9b19-536afa2035da.png,20.93257728,0.030543052,0.006789998,0.006199286,0.006241469,28,N,271.3827551,0.000262478,-30.41134381,0.000262478,1,0,,0,0,
65,MAXIJ1803,70790438,19109,T0,question_reducer,5,0,0,3.6.0,5,0,10,0.5,0.5,0,0,0,0.5,15976,19109,100062,"{""LC"":""51_ra271.424_dec-30.144_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""271.42392970557"",""Dec"":""-30.1436066095497"",""Image"":""51_ra271.424_dec-30.144_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""51"",""date_obs"":""2021-05-07T02:57:47.000"",""medianFlux(mJy)"":""8.023459821092532""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/62de8801-f520-40c7-9b8c-461895da502d.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/4e3e8e06-9ec2-423b-ab4a-1033d0cdc5e2.png""}",10,2022-02-15 13:48:57 UTC,classification_count,2021-12-03 16:24:45 UTC,2021-12-03 16:24:45 UTC,51_ra271.424_dec-30.144_MAXIJ1803TraPDB_anderssonLC.png,271.4239297,-30.14360661,51_ra271.424_dec-30.144_MAXIJ1803TraPDB_anderssonImage.png,51,2021-05-07T02:57:47.000,8.023459821,https://panoptes-uploads.zooniverse.org/subject_location/62de8801-f520-40c7-9b8c-461895da502d.png,https://panoptes-uploads.zooniverse.org/subject_location/4e3e8e06-9ec2-423b-ab4a-1033d0cdc5e2.png,11.85746658,0.017420151,0.008321679,0.00802346,0.008037829,28,N,271.4240265,0.000262477,-30.14367313,0.000262477,1,0,same shape?,0,0,
69,MAXIJ1803,70790547,19109,T0,question_reducer,1,2,0,3.6.0,7,0,10,0.7,0.1,0,0.2,0,0.9,15976,19109,100062,"{""LC"":""433_ra270.539_dec-29.637_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""270.539020423361"",""Dec"":""-29.637089025757398"",""Image"":""433_ra270.539_dec-29.637_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""433"",""date_obs"":""2021-06-19T22:31:33.900"",""medianFlux(mJy)"":""1.882148545556675""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a0e58d0b-6b94-4574-900e-097f0eaaf553.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/a98b17be-2a66-4d83-afe1-1f15a710444e.png""}",10,2022-02-24 00:09:36 UTC,classification_count,2021-12-03 16:25:05 UTC,2021-12-03 16:25:05 UTC,433_ra270.539_dec-29.637_MAXIJ1803TraPDB_anderssonLC.png,270.5390204,-29.63708903,433_ra270.539_dec-29.637_MAXIJ1803TraPDB_anderssonImage.png,433,2021-06-19T22:31:33.900,1.882148546,https://panoptes-uploads.zooniverse.org/subject_location/a0e58d0b-6b94-4574-900e-097f0eaaf553.png,https://panoptes-uploads.zooniverse.org/subject_location/a98b17be-2a66-4d83-afe1-1f15a710444e.png,8.508809646,0.053883468,0.002029569,0.001882149,0.001871264,28,N,270.5390173,0.000262495,-29.63708528,0.000262495,1,0,,0,0,
70,MAXIJ1803,70790629,19109,T0,question_reducer,4,1,1,3.6.0,4,0,10,0.4,0.4,0.1,0.1,0,0.5,15976,19109,100062,"{""LC"":""408_ra270.580_dec-30.240_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""270.58011045441503"",""Dec"":""-30.240274774152102"",""Image"":""408_ra270.580_dec-30.240_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""408"",""date_obs"":""2021-07-12T01:07:26.300"",""medianFlux(mJy)"":""4.764849300038475""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/169faba2-2f7f-4b75-9820-f07ceb81e7a0.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/b587256a-0ec6-40d5-a7c8-7fc2c42c6339.png""}",10,2022-02-10 06:26:38 UTC,classification_count,2021-12-03 16:25:21 UTC,2021-12-03 16:25:21 UTC,408_ra270.580_dec-30.240_MAXIJ1803TraPDB_anderssonLC.png,270.5801105,-30.24027477,408_ra270.580_dec-30.240_MAXIJ1803TraPDB_anderssonImage.png,408,2021-07-12T01:07:26.300,4.7648493,https://panoptes-uploads.zooniverse.org/subject_location/169faba2-2f7f-4b75-9820-f07ceb81e7a0.png,https://panoptes-uploads.zooniverse.org/subject_location/b587256a-0ec6-40d5-a7c8-7fc2c42c6339.png,20.01706905,0.03400548,0.005174581,0.004764849,0.00479753,28,N,270.5802024,0.000262478,-30.24033679,0.000262478,1,0,extended?,1,0.711,"3, identical. Coincident w/ planetary nebula"
71,MAXIJ1803,70790666,19109,T0,question_reducer,3,1,2,3.6.0,4,0,10,0.4,0.3,0.2,0.1,0,0.5,15976,19109,100062,"{""LC"":""422_ra270.559_dec-29.467_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""270.559200414928"",""Dec"":""-29.4667297874267"",""Image"":""422_ra270.559_dec-29.467_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""422"",""date_obs"":""2021-09-05T17:19:57.000"",""medianFlux(mJy)"":""3.03772057073893""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/48ade30c-252e-48cc-8c8e-fbcca025a689.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/5e004d10-2a85-4543-81f3-65f3b9d22c02.png""}",10,2022-02-23 19:46:47 UTC,classification_count,2021-12-03 16:25:28 UTC,2021-12-03 16:25:28 UTC,422_ra270.559_dec-29.467_MAXIJ1803TraPDB_anderssonLC.png,270.5592004,-29.46672979,422_ra270.559_dec-29.467_MAXIJ1803TraPDB_anderssonImage.png,422,2021-09-05T17:19:57.000,3.037720571,https://panoptes-uploads.zooniverse.org/subject_location/48ade30c-252e-48cc-8c8e-fbcca025a689.png,https://panoptes-uploads.zooniverse.org/subject_location/5e004d10-2a85-4543-81f3-65f3b9d22c02.png,1.828328241,0.016308079,0.003110911,0.003037721,0.003031868,28,N,270.5591858,0.000262484,-29.46673258,0.000262484,1,0,,1,1.272,2 sources but seem identical
72,MAXIJ1803,70790672,19109,T0,question_reducer,3,1,0,3.6.0,5,1,10,0.5,0.3,0,0.1,0.1,0.6,15976,19109,100062,"{""LC"":""146_ra271.167_dec-29.189_MAXIJ1803TraPDB_anderssonLC.png"",""RA"":""271.167457740621"",""Dec"":""-29.1888229465414"",""Image"":""146_ra271.167_dec-29.189_MAXIJ1803TraPDB_anderssonImage.png"",""runcat"":""146"",""date_obs"":""2021-06-19T22:31:33.900"",""medianFlux(mJy)"":""6.2388972664637246""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/ed8ba54a-dbec-4560-bc98-5b445ecf4af9.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/47577a3b-1e0e-41f4-a157-572a3c2c8bb4.png""}",10,2022-02-15 14:32:03 UTC,classification_count,2021-12-03 16:25:29 UTC,2021-12-03 16:25:29 UTC,146_ra271.167_dec-29.189_MAXIJ1803TraPDB_anderssonLC.png,271.1674577,-29.18882295,146_ra271.167_dec-29.189_MAXIJ1803TraPDB_anderssonImage.png,146,2021-06-19T22:31:33.900,6.238897266,https://panoptes-uploads.zooniverse.org/subject_location/ed8ba54a-dbec-4560-bc98-5b445ecf4af9.png,https://panoptes-uploads.zooniverse.org/subject_location/47577a3b-1e0e-41f4-a157-572a3c2c8bb4.png,36.74646176,0.038818794,0.006825621,0.006238897,0.006278747,28,N,271.1674781,0.000262478,-29.18879834,0.000262478,1,0,,0,0,
