subject_id,workflow_id,task,reducer,data.stable,data.unsure,data.extended-blob,data.aggregation_version,data.transient-variable,data.artefact
70792472,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70792473,19109,T0,question_reducer,7.0,,,3.6.0,3.0,
70792474,19109,T0,question_reducer,,1.0,4.0,3.6.0,,5.0
70792475,19109,T0,question_reducer,2.0,2.0,3.0,3.6.0,3.0,
70792476,19109,T0,question_reducer,6.0,,3.0,3.6.0,,1.0
70792477,19109,T0,question_reducer,6.0,,2.0,3.6.0,2.0,
70792478,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70792479,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70792480,19109,T0,question_reducer,4.0,,4.0,3.6.0,1.0,1.0
70792481,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70792482,19109,T0,question_reducer,,1.0,7.0,3.6.0,2.0,
70792483,19109,T0,question_reducer,5.0,,3.0,3.6.0,1.0,1.0
70792484,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70792485,19109,T0,question_reducer,6.0,,4.0,3.6.0,,
70792486,19109,T0,question_reducer,4.0,1.0,5.0,3.6.0,,
70792487,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,,1.0
70792488,19109,T0,question_reducer,7.0,1.0,,3.6.0,,
70792489,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,
70792490,19109,T0,question_reducer,2.0,,8.0,3.6.0,,
70792491,19109,T0,question_reducer,1.0,2.0,3.0,3.6.0,4.0,
70792492,19109,T0,question_reducer,3.0,2.0,4.0,3.6.0,1.0,
70792493,19109,T0,question_reducer,5.0,1.0,4.0,3.6.0,,
70792494,19109,T0,question_reducer,4.0,2.0,3.0,3.6.0,1.0,
70792495,19109,T0,question_reducer,6.0,,3.0,3.6.0,1.0,
70792496,19109,T0,question_reducer,1.0,1.0,7.0,3.6.0,,
70792497,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,3.0,
70792498,19109,T0,question_reducer,6.0,,2.0,3.6.0,1.0,
70792499,19109,T0,question_reducer,,1.0,2.0,3.6.0,1.0,6.0
70792500,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70792501,19109,T0,question_reducer,4.0,,4.0,3.6.0,2.0,
70792502,19109,T0,question_reducer,7.0,1.0,,3.6.0,2.0,
70792503,19109,T0,question_reducer,6.0,,3.0,3.6.0,,
70792504,19109,T0,question_reducer,8.0,1.0,,3.6.0,1.0,
70792505,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70792506,19109,T0,question_reducer,1.0,1.0,2.0,3.6.0,1.0,3.0
70792507,19109,T0,question_reducer,1.0,3.0,1.0,3.6.0,5.0,
70792508,19109,T0,question_reducer,6.0,2.0,2.0,3.6.0,,
70792509,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,2.0,1.0
70792510,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,1.0,
70792511,19109,T0,question_reducer,1.0,1.0,6.0,3.6.0,2.0,
70792512,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,2.0,
70792513,19109,T0,question_reducer,8.0,,1.0,3.6.0,1.0,
70792514,19109,T0,question_reducer,2.0,1.0,4.0,3.6.0,1.0,2.0
70792515,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,1.0,
70792516,19109,T0,question_reducer,4.0,3.0,2.0,3.6.0,,1.0
70792517,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,2.0,
70792518,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,1.0,
70792519,19109,T0,question_reducer,2.0,,1.0,3.6.0,2.0,5.0
70792520,19109,T0,question_reducer,4.0,1.0,4.0,3.6.0,,1.0
70792521,19109,T0,question_reducer,5.0,,3.0,3.6.0,1.0,1.0
70792522,19109,T0,question_reducer,7.0,1.0,,3.6.0,2.0,
70792523,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,1.0
70792524,19109,T0,question_reducer,3.0,1.0,2.0,3.6.0,3.0,
70792525,19109,T0,question_reducer,7.0,1.0,,3.6.0,1.0,1.0
70792526,19109,T0,question_reducer,7.0,2.0,,3.6.0,1.0,
70792527,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,,1.0
70792528,19109,T0,question_reducer,3.0,,4.0,3.6.0,3.0,
70792529,19109,T0,question_reducer,5.0,,2.0,3.6.0,1.0,2.0
70792530,19109,T0,question_reducer,7.0,,1.0,3.6.0,,1.0
70792531,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70792532,19109,T0,question_reducer,1.0,1.0,,3.6.0,3.0,5.0
70792533,19109,T0,question_reducer,7.0,,1.0,3.6.0,2.0,
70792534,19109,T0,question_reducer,6.0,,3.0,3.6.0,1.0,
70792535,19109,T0,question_reducer,6.0,1.0,,3.6.0,2.0,
70792536,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70792537,19109,T0,question_reducer,,1.0,8.0,3.6.0,1.0,
70792538,19109,T0,question_reducer,4.0,1.0,,3.6.0,4.0,
70792539,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,1.0
70792540,19109,T0,question_reducer,3.0,3.0,1.0,3.6.0,,3.0
70792541,19109,T0,question_reducer,6.0,2.0,2.0,3.6.0,,
70792542,19109,T0,question_reducer,5.0,,1.0,3.6.0,4.0,
70792543,19109,T0,question_reducer,3.0,1.0,4.0,3.6.0,1.0,
70792544,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,,1.0
70792545,19109,T0,question_reducer,5.0,2.0,,3.6.0,2.0,1.0
70792546,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70792547,19109,T0,question_reducer,3.0,,6.0,3.6.0,,1.0
70792548,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,
70792549,19109,T0,question_reducer,3.0,,4.0,3.6.0,1.0,1.0
70792550,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,2.0,
70792551,19109,T0,question_reducer,5.0,,2.0,3.6.0,1.0,1.0
70792552,19109,T0,question_reducer,2.0,,4.0,3.6.0,,4.0
70792553,19109,T0,question_reducer,6.0,,3.0,3.6.0,1.0,
70792554,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70792555,19109,T0,question_reducer,5.0,,2.0,3.6.0,1.0,1.0
70792556,19109,T0,question_reducer,7.0,,,3.6.0,3.0,
70792557,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,3.0,
70792558,19109,T0,question_reducer,7.0,1.0,,3.6.0,2.0,
70792559,19109,T0,question_reducer,1.0,,9.0,3.6.0,,
70792560,19109,T0,question_reducer,9.0,,,3.6.0,1.0,
70792561,19109,T0,question_reducer,5.0,,4.0,3.6.0,1.0,
70792562,19109,T0,question_reducer,4.0,,2.0,3.6.0,3.0,1.0
70792563,19109,T0,question_reducer,5.0,,4.0,3.6.0,1.0,
70792564,19109,T0,question_reducer,1.0,1.0,7.0,3.6.0,1.0,
70792565,19109,T0,question_reducer,6.0,,1.0,3.6.0,2.0,1.0
70792566,19109,T0,question_reducer,10.0,,,3.6.0,,
70792567,19109,T0,question_reducer,,1.0,2.0,3.6.0,2.0,5.0
70792568,19109,T0,question_reducer,3.0,1.0,2.0,3.6.0,1.0,1.0
70792569,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,,1.0
70792570,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70792571,19109,T0,question_reducer,,2.0,8.0,3.6.0,,
70792572,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70792573,19109,T0,question_reducer,7.0,,,3.6.0,3.0,
70792574,19109,T0,question_reducer,4.0,1.0,4.0,3.6.0,,1.0
70792575,19109,T0,question_reducer,5.0,,2.0,3.6.0,2.0,
70792576,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70792577,19109,T0,question_reducer,5.0,2.0,,3.6.0,2.0,
70792578,19109,T0,question_reducer,1.0,,4.0,3.6.0,5.0,
70792579,19109,T0,question_reducer,7.0,,,3.6.0,3.0,
70792580,19109,T0,question_reducer,5.0,2.0,,3.6.0,3.0,
70792581,19109,T0,question_reducer,7.0,1.0,,3.6.0,2.0,
70792582,19109,T0,question_reducer,4.0,1.0,1.0,3.6.0,4.0,
70792583,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70792584,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,1.0,
70792585,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70792586,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,1.0
70792587,19109,T0,question_reducer,5.0,4.0,1.0,3.6.0,,
70792588,19109,T0,question_reducer,3.0,2.0,,3.6.0,,4.0
70792589,19109,T0,question_reducer,5.0,2.0,1.0,3.6.0,1.0,
70792590,19109,T0,question_reducer,8.0,1.0,,3.6.0,,1.0
70792591,19109,T0,question_reducer,6.0,,1.0,3.6.0,2.0,1.0
70792592,19109,T0,question_reducer,2.0,1.0,4.0,3.6.0,1.0,1.0
70792593,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,2.0,
70792594,19109,T0,question_reducer,6.0,,2.0,3.6.0,2.0,
70792595,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,,2.0
70792596,19109,T0,question_reducer,3.0,2.0,2.0,3.6.0,2.0,1.0
70792597,19109,T0,question_reducer,5.0,2.0,,3.6.0,1.0,
70792598,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,,2.0
70792599,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,1.0,
70792600,19109,T0,question_reducer,,2.0,1.0,3.6.0,,7.0
70792601,19109,T0,question_reducer,5.0,1.0,4.0,3.6.0,,
70792602,19109,T0,question_reducer,6.0,2.0,,3.6.0,2.0,
70792603,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70792604,19109,T0,question_reducer,3.0,1.0,3.0,3.6.0,1.0,1.0
70792605,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70792606,19109,T0,question_reducer,8.0,,1.0,3.6.0,1.0,
70792607,19109,T0,question_reducer,6.0,,1.0,3.6.0,1.0,
70792608,19109,T0,question_reducer,9.0,,,3.6.0,1.0,
70792609,19109,T0,question_reducer,8.0,,1.0,3.6.0,1.0,
70792610,19109,T0,question_reducer,4.0,2.0,1.0,3.6.0,,
70792611,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,2.0,
70792612,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,,
70792613,19109,T0,question_reducer,4.0,3.0,3.0,3.6.0,,
70792614,19109,T0,question_reducer,3.0,1.0,1.0,3.6.0,1.0,4.0
70792615,19109,T0,question_reducer,6.0,,2.0,3.6.0,,1.0
70792616,19109,T0,question_reducer,4.0,3.0,,3.6.0,,2.0
70792617,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,,
70792618,19109,T0,question_reducer,4.0,3.0,2.0,3.6.0,,1.0
70792619,19109,T0,question_reducer,4.0,2.0,4.0,3.6.0,,
70792620,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,
70792621,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70792622,19109,T0,question_reducer,6.0,2.0,2.0,3.6.0,,
70792623,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,2.0,
70792624,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70792625,19109,T0,question_reducer,7.0,2.0,,3.6.0,,
70792626,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70792627,19109,T0,question_reducer,8.0,2.0,,3.6.0,,
70792628,19109,T0,question_reducer,5.0,,4.0,3.6.0,1.0,
70792629,19109,T0,question_reducer,5.0,,1.0,3.6.0,3.0,
70792630,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,1.0,1.0
70792631,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,
70792632,19109,T0,question_reducer,6.0,,1.0,3.6.0,2.0,
70792633,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,
70792634,19109,T0,question_reducer,4.0,,5.0,3.6.0,,1.0
70792635,19109,T0,question_reducer,6.0,,1.0,3.6.0,3.0,
70792636,19109,T0,question_reducer,4.0,,3.0,3.6.0,1.0,2.0
70792637,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70792638,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70792639,19109,T0,question_reducer,1.0,2.0,5.0,3.6.0,1.0,1.0
70792640,19109,T0,question_reducer,4.0,2.0,,3.6.0,4.0,
70792641,19109,T0,question_reducer,2.0,2.0,4.0,3.6.0,,2.0
70792642,19109,T0,question_reducer,2.0,,7.0,3.6.0,,
70792643,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,,
70792644,19109,T0,question_reducer,7.0,,1.0,3.6.0,2.0,
70792645,19109,T0,question_reducer,7.0,1.0,,3.6.0,2.0,
70792646,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70792647,19109,T0,question_reducer,4.0,1.0,1.0,3.6.0,3.0,1.0
70792648,19109,T0,question_reducer,4.0,1.0,2.0,3.6.0,2.0,
70792649,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70792650,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,,
70792651,19109,T0,question_reducer,6.0,,2.0,3.6.0,1.0,1.0
70792652,19109,T0,question_reducer,6.0,,1.0,3.6.0,3.0,
70792653,19109,T0,question_reducer,7.0,2.0,1.0,3.6.0,,
70792654,19109,T0,question_reducer,4.0,1.0,5.0,3.6.0,,
70792655,19109,T0,question_reducer,5.0,,2.0,3.6.0,3.0,
70792656,19109,T0,question_reducer,2.0,1.0,3.0,3.6.0,4.0,
70792657,19109,T0,question_reducer,5.0,2.0,,3.6.0,2.0,1.0
70792658,19109,T0,question_reducer,5.0,,2.0,3.6.0,3.0,
70792659,19109,T0,question_reducer,6.0,,4.0,3.6.0,,
70792660,19109,T0,question_reducer,7.0,2.0,1.0,3.6.0,,
70792661,19109,T0,question_reducer,5.0,1.0,4.0,3.6.0,,
70792662,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70792663,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70792664,19109,T0,question_reducer,7.0,2.0,1.0,3.6.0,,
70792665,19109,T0,question_reducer,2.0,3.0,4.0,3.6.0,1.0,
70792666,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,,1.0
70792667,19109,T0,question_reducer,1.0,1.0,3.0,3.6.0,4.0,
70792668,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,1.0,1.0
70792669,19109,T0,question_reducer,6.0,1.0,,3.6.0,2.0,
70792670,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,1.0
70792671,19109,T0,question_reducer,3.0,2.0,4.0,3.6.0,1.0,
70792672,19109,T0,question_reducer,8.0,1.0,,3.6.0,,
70792673,19109,T0,question_reducer,3.0,,1.0,3.6.0,6.0,
70792674,19109,T0,question_reducer,6.0,,2.0,3.6.0,2.0,
70792675,19109,T0,question_reducer,8.0,,2.0,3.6.0,,
70792676,19109,T0,question_reducer,4.0,1.0,2.0,3.6.0,1.0,2.0
70792677,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,1.0
70792678,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70792679,19109,T0,question_reducer,4.0,,4.0,3.6.0,2.0,
70792680,19109,T0,question_reducer,3.0,,,3.6.0,5.0,1.0
70792681,19109,T0,question_reducer,4.0,1.0,2.0,3.6.0,1.0,
70792682,19109,T0,question_reducer,8.0,1.0,,3.6.0,,1.0
70792683,19109,T0,question_reducer,,,7.0,3.6.0,1.0,2.0
70792684,19109,T0,question_reducer,1.0,1.0,4.0,3.6.0,2.0,1.0
70792685,19109,T0,question_reducer,,1.0,8.0,3.6.0,1.0,
70792686,19109,T0,question_reducer,6.0,,3.0,3.6.0,1.0,
70792687,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,1.0,
70792688,19109,T0,question_reducer,8.0,1.0,,3.6.0,1.0,
70792689,19109,T0,question_reducer,2.0,2.0,1.0,3.6.0,4.0,
70792690,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70792691,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70792692,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,1.0,
70792693,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70792694,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,
70792695,19109,T0,question_reducer,8.0,,1.0,3.6.0,1.0,
70792696,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,,
70792697,19109,T0,question_reducer,1.0,1.0,6.0,3.6.0,,2.0
70792698,19109,T0,question_reducer,4.0,1.0,2.0,3.6.0,1.0,1.0
70792699,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70792700,19109,T0,question_reducer,2.0,1.0,1.0,3.6.0,2.0,4.0
70792701,19109,T0,question_reducer,2.0,2.0,5.0,3.6.0,,1.0
70792702,19109,T0,question_reducer,7.0,1.0,,3.6.0,1.0,
70792703,19109,T0,question_reducer,4.0,,4.0,3.6.0,1.0,1.0
70792704,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,1.0,
70792705,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,,
70792706,19109,T0,question_reducer,4.0,2.0,2.0,3.6.0,,1.0
70792707,19109,T0,question_reducer,5.0,,2.0,3.6.0,1.0,1.0
70792708,19109,T0,question_reducer,2.0,1.0,3.0,3.6.0,,4.0
70792709,19109,T0,question_reducer,5.0,,1.0,3.6.0,4.0,
70792710,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,1.0,
70792711,19109,T0,question_reducer,2.0,1.0,2.0,3.6.0,,5.0
70792712,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,1.0
70792713,19109,T0,question_reducer,5.0,,3.0,3.6.0,,2.0
70792714,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,2.0,
70792715,19109,T0,question_reducer,3.0,1.0,3.0,3.6.0,2.0,1.0
70792716,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70792717,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,1.0
70792718,19109,T0,question_reducer,3.0,3.0,,3.6.0,1.0,1.0
70792719,19109,T0,question_reducer,4.0,2.0,4.0,3.6.0,,
70792720,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70792721,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,,1.0
70792722,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70792723,19109,T0,question_reducer,5.0,,3.0,3.6.0,,1.0
70792724,19109,T0,question_reducer,,1.0,7.0,3.6.0,2.0,
70792725,19109,T0,question_reducer,6.0,,2.0,3.6.0,1.0,
70792726,19109,T0,question_reducer,3.0,1.0,1.0,3.6.0,2.0,
70792727,19109,T0,question_reducer,3.0,,1.0,3.6.0,5.0,
70792728,19109,T0,question_reducer,5.0,,2.0,3.6.0,3.0,
70792729,19109,T0,question_reducer,,1.0,6.0,3.6.0,1.0,2.0
70792730,19109,T0,question_reducer,2.0,2.0,6.0,3.6.0,,
70792731,19109,T0,question_reducer,6.0,,3.0,3.6.0,1.0,
70792732,19109,T0,question_reducer,7.0,2.0,,3.6.0,1.0,
70792733,19109,T0,question_reducer,1.0,2.0,6.0,3.6.0,,1.0
70792734,19109,T0,question_reducer,8.0,1.0,,3.6.0,,1.0
70792735,19109,T0,question_reducer,5.0,3.0,1.0,3.6.0,,
70792736,19109,T0,question_reducer,8.0,,2.0,3.6.0,,
70792737,19109,T0,question_reducer,5.0,,2.0,3.6.0,1.0,2.0
70792738,19109,T0,question_reducer,6.0,,3.0,3.6.0,1.0,
70792739,19109,T0,question_reducer,3.0,,5.0,3.6.0,1.0,1.0
70792740,19109,T0,question_reducer,9.0,,,3.6.0,1.0,
70792741,19109,T0,question_reducer,2.0,,8.0,3.6.0,,
70792742,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70792743,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,1.0
70792744,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,1.0
70792745,19109,T0,question_reducer,4.0,1.0,2.0,3.6.0,2.0,1.0
70792746,19109,T0,question_reducer,6.0,,2.0,3.6.0,2.0,
70792747,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70792748,19109,T0,question_reducer,2.0,1.0,1.0,3.6.0,,4.0
70792749,19109,T0,question_reducer,5.0,,2.0,3.6.0,3.0,
70792750,19109,T0,question_reducer,,,9.0,3.6.0,1.0,
70792751,19109,T0,question_reducer,2.0,2.0,5.0,3.6.0,,1.0
70792752,19109,T0,question_reducer,6.0,,2.0,3.6.0,,1.0
70792753,19109,T0,question_reducer,2.0,,1.0,3.6.0,6.0,1.0
70792754,19109,T0,question_reducer,5.0,,,3.6.0,4.0,
70792755,19109,T0,question_reducer,4.0,,1.0,3.6.0,2.0,2.0
70792756,19109,T0,question_reducer,5.0,2.0,1.0,3.6.0,1.0,
70792757,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,2.0,1.0
70792758,19109,T0,question_reducer,1.0,1.0,1.0,3.6.0,,6.0
70792759,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70792760,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,2.0,
70792761,19109,T0,question_reducer,3.0,1.0,,3.6.0,2.0,1.0
70792762,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70792763,19109,T0,question_reducer,5.0,,2.0,3.6.0,1.0,1.0
70792764,19109,T0,question_reducer,3.0,3.0,4.0,3.6.0,,
70792765,19109,T0,question_reducer,2.0,1.0,4.0,3.6.0,1.0,2.0
70792766,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,2.0,1.0
70792767,19109,T0,question_reducer,2.0,,2.0,3.6.0,1.0,5.0
70792768,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70792769,19109,T0,question_reducer,,1.0,3.0,3.6.0,,6.0
70792770,19109,T0,question_reducer,3.0,1.0,5.0,3.6.0,,
70792771,19109,T0,question_reducer,3.0,1.0,1.0,3.6.0,2.0,2.0
70792772,19109,T0,question_reducer,6.0,,2.0,3.6.0,2.0,
70792773,19109,T0,question_reducer,7.0,,,3.6.0,2.0,
70792774,19109,T0,question_reducer,3.0,2.0,5.0,3.6.0,,
70792775,19109,T0,question_reducer,4.0,3.0,1.0,3.6.0,1.0,
70792776,19109,T0,question_reducer,4.0,,5.0,3.6.0,,
70792777,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,1.0,
70792778,19109,T0,question_reducer,2.0,1.0,6.0,3.6.0,1.0,
70792779,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70792780,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70792781,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,3.0,
70792782,19109,T0,question_reducer,8.0,,,3.6.0,1.0,1.0
70792783,19109,T0,question_reducer,4.0,1.0,4.0,3.6.0,,1.0
70792784,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70792785,19109,T0,question_reducer,4.0,,2.0,3.6.0,3.0,
70792786,19109,T0,question_reducer,8.0,2.0,,3.6.0,,
70792787,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,
70792788,19109,T0,question_reducer,1.0,,8.0,3.6.0,1.0,
70792789,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70792790,19109,T0,question_reducer,6.0,1.0,,3.6.0,2.0,1.0
70792791,19109,T0,question_reducer,1.0,3.0,4.0,3.6.0,2.0,
70792792,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,1.0
70792793,19109,T0,question_reducer,,3.0,7.0,3.6.0,,
70792794,19109,T0,question_reducer,7.0,,,3.6.0,1.0,2.0
70792795,19109,T0,question_reducer,3.0,1.0,4.0,3.6.0,1.0,
70792796,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,1.0,
70792797,19109,T0,question_reducer,6.0,1.0,,3.6.0,1.0,1.0
70792798,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70792799,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70792800,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70792801,19109,T0,question_reducer,3.0,2.0,4.0,3.6.0,,1.0
70792802,19109,T0,question_reducer,5.0,,2.0,3.6.0,2.0,1.0
70792803,19109,T0,question_reducer,3.0,,,3.6.0,5.0,1.0
70792804,19109,T0,question_reducer,5.0,,3.0,3.6.0,1.0,1.0
70792805,19109,T0,question_reducer,8.0,,2.0,3.6.0,,
70792806,19109,T0,question_reducer,6.0,1.0,,3.6.0,,2.0
70792807,19109,T0,question_reducer,2.0,1.0,1.0,3.6.0,1.0,4.0
70792808,19109,T0,question_reducer,4.0,1.0,4.0,3.6.0,1.0,
70792809,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70792810,19109,T0,question_reducer,4.0,2.0,1.0,3.6.0,3.0,
70792811,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,2.0,
70792812,19109,T0,question_reducer,8.0,,,3.6.0,1.0,
70792813,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,1.0,
70792814,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70792815,19109,T0,question_reducer,5.0,,,3.6.0,,5.0
70792816,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,1.0
70792817,19109,T0,question_reducer,4.0,3.0,1.0,3.6.0,2.0,
70792818,19109,T0,question_reducer,6.0,,1.0,3.6.0,2.0,1.0
70792819,19109,T0,question_reducer,1.0,1.0,4.0,3.6.0,1.0,2.0
70792820,19109,T0,question_reducer,6.0,,3.0,3.6.0,,1.0
70792821,19109,T0,question_reducer,6.0,,2.0,3.6.0,2.0,
70792822,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70792823,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70792824,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,1.0
70792825,19109,T0,question_reducer,1.0,,1.0,3.6.0,,8.0
70792826,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,1.0
70792827,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,3.0,
70792828,19109,T0,question_reducer,2.0,,2.0,3.6.0,,6.0
70792829,19109,T0,question_reducer,8.0,,1.0,3.6.0,,
70792830,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,
70792831,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70792832,19109,T0,question_reducer,5.0,,3.0,3.6.0,,2.0
70792833,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70792834,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70792835,19109,T0,question_reducer,3.0,3.0,1.0,3.6.0,3.0,
70792836,19109,T0,question_reducer,3.0,1.0,2.0,3.6.0,4.0,
70792837,19109,T0,question_reducer,3.0,2.0,5.0,3.6.0,,
70792838,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,1.0
70792839,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,1.0,
70792840,19109,T0,question_reducer,3.0,1.0,4.0,3.6.0,2.0,
70792841,19109,T0,question_reducer,6.0,,1.0,3.6.0,2.0,1.0
70792842,19109,T0,question_reducer,1.0,2.0,5.0,3.6.0,1.0,
70792843,19109,T0,question_reducer,6.0,,2.0,3.6.0,1.0,1.0
