subject_id,workflow_id,task,reducer,data.stable,data.unsure,data.extended-blob,data.aggregation_version,data.transient-variable,data.artefact
70791034,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,1.0
70791035,19109,T0,question_reducer,10.0,,,3.6.0,,
70791037,19109,T0,question_reducer,4.0,1.0,,3.6.0,2.0,3.0
70791039,19109,T0,question_reducer,5.0,,4.0,3.6.0,1.0,
70791040,19109,T0,question_reducer,5.0,,3.0,3.6.0,1.0,
70791041,19109,T0,question_reducer,5.0,2.0,1.0,3.6.0,2.0,
70791042,19109,T0,question_reducer,8.0,1.0,,3.6.0,1.0,
70791044,19109,T0,question_reducer,2.0,1.0,1.0,3.6.0,2.0,4.0
70791046,19109,T0,question_reducer,1.0,4.0,2.0,3.6.0,1.0,2.0
70791047,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70791049,19109,T0,question_reducer,4.0,,6.0,3.6.0,,
70791050,19109,T0,question_reducer,2.0,2.0,3.0,3.6.0,2.0,1.0
70791052,19109,T0,question_reducer,5.0,1.0,4.0,3.6.0,,
70791054,19109,T0,question_reducer,5.0,2.0,,3.6.0,2.0,1.0
70791055,19109,T0,question_reducer,5.0,2.0,1.0,3.6.0,1.0,1.0
70791056,19109,T0,question_reducer,5.0,,2.0,3.6.0,1.0,2.0
70791058,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791059,19109,T0,question_reducer,2.0,1.0,7.0,3.6.0,,
70791061,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70791062,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791064,19109,T0,question_reducer,3.0,2.0,,3.6.0,3.0,2.0
70791065,19109,T0,question_reducer,,1.0,7.0,3.6.0,2.0,
70791067,19109,T0,question_reducer,6.0,,3.0,3.6.0,1.0,
70791068,19109,T0,question_reducer,8.0,2.0,,3.6.0,,
70791069,19109,T0,question_reducer,7.0,,,3.6.0,1.0,
70791071,19109,T0,question_reducer,,,8.0,3.6.0,2.0,
70791072,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70791073,19109,T0,question_reducer,8.0,,1.0,3.6.0,,
70791074,19109,T0,question_reducer,3.0,,4.0,3.6.0,2.0,
70791075,19109,T0,question_reducer,3.0,1.0,,3.6.0,1.0,5.0
70791076,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791078,19109,T0,question_reducer,,,8.0,3.6.0,1.0,
70791079,19109,T0,question_reducer,2.0,2.0,4.0,3.6.0,1.0,1.0
70791081,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,1.0,1.0
70791083,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,,1.0
70791084,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70791085,19109,T0,question_reducer,9.0,,,3.6.0,,
70791086,19109,T0,question_reducer,5.0,,,3.6.0,4.0,1.0
70791087,19109,T0,question_reducer,1.0,2.0,7.0,3.6.0,,
70791088,19109,T0,question_reducer,7.0,,,3.6.0,2.0,1.0
70791089,19109,T0,question_reducer,7.0,2.0,,3.6.0,,
70791090,19109,T0,question_reducer,,,8.0,3.6.0,,2.0
70791091,19109,T0,question_reducer,6.0,1.0,,3.6.0,3.0,
70791092,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,2.0,
70791093,19109,T0,question_reducer,1.0,,8.0,3.6.0,1.0,
70791094,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,,
70791095,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70791096,19109,T0,question_reducer,4.0,,5.0,3.6.0,1.0,
70791098,19109,T0,question_reducer,1.0,1.0,7.0,3.6.0,1.0,
70791099,19109,T0,question_reducer,6.0,,1.0,3.6.0,2.0,1.0
70791100,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791101,19109,T0,question_reducer,4.0,,1.0,3.6.0,,4.0
70791102,19109,T0,question_reducer,8.0,,,3.6.0,2.0,
70791103,19109,T0,question_reducer,5.0,,2.0,3.6.0,3.0,
70791104,19109,T0,question_reducer,6.0,3.0,,3.6.0,1.0,
70791105,19109,T0,question_reducer,3.0,,2.0,3.6.0,1.0,3.0
70791107,19109,T0,question_reducer,3.0,,1.0,3.6.0,1.0,5.0
70791108,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,,2.0
70791109,19109,T0,question_reducer,5.0,,3.0,3.6.0,,2.0
70791110,19109,T0,question_reducer,8.0,,1.0,3.6.0,,
70791112,19109,T0,question_reducer,4.0,,6.0,3.6.0,,
70791113,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70791114,19109,T0,question_reducer,8.0,1.0,,3.6.0,,
70791116,19109,T0,question_reducer,8.0,,1.0,3.6.0,1.0,
70791117,19109,T0,question_reducer,6.0,1.0,,3.6.0,3.0,
70791118,19109,T0,question_reducer,5.0,2.0,,3.6.0,1.0,1.0
70791119,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791120,19109,T0,question_reducer,7.0,,,3.6.0,3.0,
70791121,19109,T0,question_reducer,7.0,1.0,,3.6.0,,1.0
70791122,19109,T0,question_reducer,3.0,1.0,5.0,3.6.0,1.0,
70791123,19109,T0,question_reducer,7.0,,2.0,3.6.0,,1.0
70791124,19109,T0,question_reducer,3.0,2.0,4.0,3.6.0,1.0,
70791125,19109,T0,question_reducer,3.0,1.0,3.0,3.6.0,3.0,
70791126,19109,T0,question_reducer,3.0,1.0,2.0,3.6.0,3.0,1.0
70791127,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,1.0
70791129,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70791130,19109,T0,question_reducer,3.0,1.0,3.0,3.6.0,1.0,2.0
70791131,19109,T0,question_reducer,5.0,2.0,,3.6.0,3.0,
70791132,19109,T0,question_reducer,7.0,2.0,1.0,3.6.0,,
70791133,19109,T0,question_reducer,7.0,2.0,1.0,3.6.0,,
70791135,19109,T0,question_reducer,6.0,,,3.6.0,4.0,
70791136,19109,T0,question_reducer,5.0,,,3.6.0,,5.0
70791137,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70791138,19109,T0,question_reducer,1.0,,6.0,3.6.0,3.0,
70791139,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,,
70791140,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70791141,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70791143,19109,T0,question_reducer,6.0,1.0,,3.6.0,,2.0
70791144,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791145,19109,T0,question_reducer,10.0,,,3.6.0,,
70791146,19109,T0,question_reducer,5.0,,2.0,3.6.0,3.0,
70791147,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70791148,19109,T0,question_reducer,2.0,2.0,4.0,3.6.0,1.0,
70791149,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70791151,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70791152,19109,T0,question_reducer,5.0,1.0,,3.6.0,3.0,1.0
70791153,19109,T0,question_reducer,8.0,,,3.6.0,2.0,
70791294,19109,T0,question_reducer,9.0,,,3.6.0,,1.0
70791295,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,,2.0
70791296,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791297,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,2.0,
70791298,19109,T0,question_reducer,8.0,1.0,,3.6.0,1.0,
70791300,19109,T0,question_reducer,6.0,1.0,,3.6.0,2.0,
70791301,19109,T0,question_reducer,7.0,2.0,1.0,3.6.0,,
70791302,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,
70791303,19109,T0,question_reducer,3.0,,5.0,3.6.0,,2.0
70791305,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,1.0
70791306,19109,T0,question_reducer,4.0,2.0,,3.6.0,1.0,1.0
70791308,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,1.0,
70791309,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,
70791310,19109,T0,question_reducer,8.0,2.0,,3.6.0,,
70791311,19109,T0,question_reducer,8.0,,1.0,3.6.0,,
70791313,19109,T0,question_reducer,9.0,,,3.6.0,1.0,
70791314,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,1.0
70791316,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70791317,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,
70791318,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,
70791319,19109,T0,question_reducer,8.0,,1.0,3.6.0,,1.0
70791320,19109,T0,question_reducer,7.0,,1.0,3.6.0,2.0,
70791321,19109,T0,question_reducer,7.0,,,3.6.0,3.0,
70791323,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,,1.0
70791324,19109,T0,question_reducer,5.0,5.0,,3.6.0,,
70791326,19109,T0,question_reducer,2.0,1.0,,3.6.0,7.0,
70791327,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791328,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,
70791329,19109,T0,question_reducer,7.0,1.0,,3.6.0,1.0,1.0
70791330,19109,T0,question_reducer,3.0,2.0,,3.6.0,,4.0
70791331,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791332,19109,T0,question_reducer,5.0,,5.0,3.6.0,,
70791334,19109,T0,question_reducer,2.0,,7.0,3.6.0,,
70791335,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,1.0
70791336,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,,2.0
70791337,19109,T0,question_reducer,3.0,1.0,2.0,3.6.0,1.0,
70791338,19109,T0,question_reducer,1.0,,7.0,3.6.0,1.0,
70791339,19109,T0,question_reducer,6.0,,2.0,3.6.0,1.0,
70791340,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791341,19109,T0,question_reducer,6.0,,3.0,3.6.0,,
70791342,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,1.0,1.0
70791344,19109,T0,question_reducer,4.0,,3.0,3.6.0,1.0,2.0
70791345,19109,T0,question_reducer,10.0,,,3.6.0,,
70791346,19109,T0,question_reducer,5.0,2.0,,3.6.0,3.0,
70791347,19109,T0,question_reducer,5.0,4.0,,3.6.0,,
70791348,19109,T0,question_reducer,1.0,2.0,2.0,3.6.0,3.0,1.0
70791349,19109,T0,question_reducer,8.0,,2.0,3.6.0,,
70791350,19109,T0,question_reducer,6.0,2.0,,3.6.0,2.0,
70791351,19109,T0,question_reducer,4.0,,6.0,3.6.0,,
70791353,19109,T0,question_reducer,8.0,,1.0,3.6.0,1.0,
70791354,19109,T0,question_reducer,6.0,,1.0,3.6.0,2.0,
70791355,19109,T0,question_reducer,2.0,2.0,,3.6.0,4.0,
70791356,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70791357,19109,T0,question_reducer,3.0,1.0,2.0,3.6.0,1.0,2.0
70791358,19109,T0,question_reducer,7.0,1.0,,3.6.0,2.0,
70791360,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,
70791361,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70791362,19109,T0,question_reducer,4.0,,1.0,3.6.0,1.0,4.0
70791363,19109,T0,question_reducer,3.0,,5.0,3.6.0,1.0,1.0
70791364,19109,T0,question_reducer,8.0,1.0,,3.6.0,1.0,
70791366,19109,T0,question_reducer,4.0,,2.0,3.6.0,4.0,
70791367,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70791369,19109,T0,question_reducer,3.0,1.0,1.0,3.6.0,3.0,
70791370,19109,T0,question_reducer,2.0,2.0,,3.6.0,5.0,1.0
70791371,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,1.0,
70791373,19109,T0,question_reducer,7.0,,1.0,3.6.0,2.0,
70791374,19109,T0,question_reducer,3.0,1.0,3.0,3.6.0,,3.0
70791375,19109,T0,question_reducer,7.0,,2.0,3.6.0,1.0,
70791376,19109,T0,question_reducer,4.0,,4.0,3.6.0,1.0,
70791377,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791379,19109,T0,question_reducer,5.0,2.0,1.0,3.6.0,2.0,
70791380,19109,T0,question_reducer,5.0,,1.0,3.6.0,2.0,1.0
70791381,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,2.0,1.0
70791382,19109,T0,question_reducer,5.0,2.0,3.0,3.6.0,,1.0
70791383,19109,T0,question_reducer,8.0,2.0,,3.6.0,,
70791384,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70791385,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70791386,19109,T0,question_reducer,4.0,2.0,1.0,3.6.0,3.0,
70791387,19109,T0,question_reducer,3.0,2.0,1.0,3.6.0,4.0,
70791388,19109,T0,question_reducer,1.0,1.0,4.0,3.6.0,2.0,1.0
70791389,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,,1.0
70791390,19109,T0,question_reducer,6.0,,1.0,3.6.0,1.0,1.0
70791391,19109,T0,question_reducer,10.0,,,3.6.0,,
70791392,19109,T0,question_reducer,10.0,,,3.6.0,,
70791393,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,1.0
70791394,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70791395,19109,T0,question_reducer,6.0,1.0,,3.6.0,,1.0
70791396,19109,T0,question_reducer,5.0,2.0,3.0,3.6.0,,
70791398,19109,T0,question_reducer,3.0,1.0,5.0,3.6.0,1.0,
70791399,19109,T0,question_reducer,9.0,,,3.6.0,,
70791400,19109,T0,question_reducer,3.0,2.0,4.0,3.6.0,,
70791401,19109,T0,question_reducer,8.0,,1.0,3.6.0,,
70791402,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,1.0,
70791403,19109,T0,question_reducer,4.0,2.0,,3.6.0,4.0,
70791404,19109,T0,question_reducer,8.0,1.0,,3.6.0,1.0,
70791406,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791407,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,2.0,
70791408,19109,T0,question_reducer,6.0,2.0,,3.6.0,2.0,
70791409,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70791410,19109,T0,question_reducer,9.0,,,3.6.0,,1.0
70791412,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,,
70791413,19109,T0,question_reducer,2.0,,1.0,3.6.0,,6.0
70791414,19109,T0,question_reducer,9.0,,,3.6.0,1.0,
70791415,19109,T0,question_reducer,3.0,2.0,2.0,3.6.0,1.0,1.0
70791416,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,,1.0
70791418,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70791419,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791420,19109,T0,question_reducer,8.0,,1.0,3.6.0,1.0,
70791422,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70791423,19109,T0,question_reducer,5.0,,4.0,3.6.0,,1.0
70791424,19109,T0,question_reducer,8.0,,2.0,3.6.0,,
70791425,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,1.0
70791426,19109,T0,question_reducer,3.0,2.0,1.0,3.6.0,,4.0
70791427,19109,T0,question_reducer,8.0,,1.0,3.6.0,,
70791428,19109,T0,question_reducer,9.0,,,3.6.0,1.0,
70791430,19109,T0,question_reducer,4.0,,5.0,3.6.0,,1.0
70791431,19109,T0,question_reducer,6.0,,1.0,3.6.0,3.0,
70791432,19109,T0,question_reducer,7.0,1.0,,3.6.0,1.0,
70791433,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,1.0
70791434,19109,T0,question_reducer,2.0,3.0,,3.6.0,5.0,
70791436,19109,T0,question_reducer,1.0,,8.0,3.6.0,1.0,
70791437,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,,
70791438,19109,T0,question_reducer,4.0,1.0,2.0,3.6.0,1.0,1.0
70791439,19109,T0,question_reducer,6.0,2.0,2.0,3.6.0,,
70791440,19109,T0,question_reducer,2.0,1.0,7.0,3.6.0,,
70791442,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70791443,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791444,19109,T0,question_reducer,2.0,1.0,2.0,3.6.0,1.0,4.0
70791446,19109,T0,question_reducer,7.0,1.0,,3.6.0,1.0,1.0
70791447,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,1.0
70791449,19109,T0,question_reducer,10.0,,,3.6.0,,
70791450,19109,T0,question_reducer,9.0,,,3.6.0,,
70791451,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,1.0
70791452,19109,T0,question_reducer,5.0,2.0,1.0,3.6.0,2.0,
70791453,19109,T0,question_reducer,7.0,2.0,1.0,3.6.0,,
70791455,19109,T0,question_reducer,4.0,2.0,,3.6.0,2.0,1.0
70791456,19109,T0,question_reducer,8.0,1.0,,3.6.0,,1.0
70791457,19109,T0,question_reducer,6.0,,3.0,3.6.0,,1.0
70791459,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70791460,19109,T0,question_reducer,2.0,,,3.6.0,2.0,4.0
70791461,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70791463,19109,T0,question_reducer,4.0,2.0,3.0,3.6.0,,
70791464,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791465,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791466,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70791467,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,1.0
70791469,19109,T0,question_reducer,8.0,,1.0,3.6.0,,1.0
70791470,19109,T0,question_reducer,9.0,,,3.6.0,1.0,
70791471,19109,T0,question_reducer,8.0,1.0,,3.6.0,,
70791472,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70791473,19109,T0,question_reducer,1.0,1.0,4.0,3.6.0,1.0,
70791475,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,1.0,
70791476,19109,T0,question_reducer,8.0,1.0,,3.6.0,,1.0
70791477,19109,T0,question_reducer,8.0,1.0,,3.6.0,,
70791478,19109,T0,question_reducer,7.0,,2.0,3.6.0,,
70791479,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,,
70791480,19109,T0,question_reducer,7.0,,2.0,3.6.0,,1.0
70791481,19109,T0,question_reducer,2.0,,7.0,3.6.0,1.0,
70791483,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70791484,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,,
70791485,19109,T0,question_reducer,10.0,,,3.6.0,,
70791486,19109,T0,question_reducer,8.0,2.0,,3.6.0,,
70791487,19109,T0,question_reducer,8.0,,,3.6.0,,2.0
70791488,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,2.0,
70791489,19109,T0,question_reducer,6.0,,2.0,3.6.0,2.0,
70791491,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70791492,19109,T0,question_reducer,6.0,,2.0,3.6.0,1.0,1.0
70791493,19109,T0,question_reducer,1.0,,5.0,3.6.0,1.0,2.0
70791495,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,,
70791496,19109,T0,question_reducer,6.0,,2.0,3.6.0,2.0,
70791497,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,,1.0
70791498,19109,T0,question_reducer,9.0,,,3.6.0,1.0,
70791499,19109,T0,question_reducer,8.0,,1.0,3.6.0,,
70791501,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,1.0,
70791502,19109,T0,question_reducer,8.0,1.0,,3.6.0,1.0,
70791503,19109,T0,question_reducer,6.0,2.0,,3.6.0,2.0,
70791504,19109,T0,question_reducer,3.0,1.0,4.0,3.6.0,2.0,
70791506,19109,T0,question_reducer,8.0,1.0,,3.6.0,,
70791507,19109,T0,question_reducer,2.0,,,3.6.0,,8.0
70791508,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791510,19109,T0,question_reducer,10.0,,,3.6.0,,
70791511,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,1.0,1.0
70791512,19109,T0,question_reducer,5.0,2.0,,3.6.0,3.0,
70791514,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791515,19109,T0,question_reducer,2.0,,6.0,3.6.0,2.0,
70791516,19109,T0,question_reducer,3.0,2.0,,3.6.0,5.0,
70791517,19109,T0,question_reducer,6.0,,,3.6.0,2.0,
70791518,19109,T0,question_reducer,6.0,2.0,,3.6.0,,1.0
70791519,19109,T0,question_reducer,8.0,1.0,,3.6.0,,1.0
70791521,19109,T0,question_reducer,6.0,3.0,1.0,3.6.0,,
70791522,19109,T0,question_reducer,4.0,1.0,1.0,3.6.0,2.0,1.0
70791523,19109,T0,question_reducer,3.0,3.0,2.0,3.6.0,,2.0
70791524,19109,T0,question_reducer,7.0,1.0,,3.6.0,1.0,1.0
70791525,19109,T0,question_reducer,5.0,2.0,1.0,3.6.0,1.0,1.0
70791526,19109,T0,question_reducer,1.0,,5.0,3.6.0,4.0,
70791528,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,1.0,
70791529,19109,T0,question_reducer,6.0,3.0,,3.6.0,1.0,
70791530,19109,T0,question_reducer,5.0,1.0,4.0,3.6.0,,
70791531,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70791532,19109,T0,question_reducer,7.0,1.0,2.0,3.6.0,,
70791533,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791534,19109,T0,question_reducer,6.0,,1.0,3.6.0,3.0,
70791536,19109,T0,question_reducer,6.0,,2.0,3.6.0,2.0,
70791537,19109,T0,question_reducer,8.0,,1.0,3.6.0,1.0,
70791538,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791539,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791540,19109,T0,question_reducer,4.0,1.0,3.0,3.6.0,,1.0
70791542,19109,T0,question_reducer,4.0,1.0,1.0,3.6.0,1.0,3.0
70791543,19109,T0,question_reducer,8.0,1.0,,3.6.0,1.0,
70791544,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,,1.0
70791546,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791547,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,
70791548,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,1.0,
70791550,19109,T0,question_reducer,6.0,,1.0,3.6.0,1.0,1.0
70791551,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70791552,19109,T0,question_reducer,5.0,,,3.6.0,5.0,
70791553,19109,T0,question_reducer,8.0,,,3.6.0,1.0,1.0
70791555,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70791556,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,,1.0
70791557,19109,T0,question_reducer,7.0,,,3.6.0,2.0,
70791559,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70791560,19109,T0,question_reducer,6.0,,1.0,3.6.0,3.0,
70791561,19109,T0,question_reducer,3.0,,3.0,3.6.0,4.0,
70791563,19109,T0,question_reducer,2.0,2.0,,3.6.0,6.0,
70791564,19109,T0,question_reducer,3.0,,4.0,3.6.0,3.0,
70791565,19109,T0,question_reducer,7.0,1.0,,3.6.0,,2.0
70791566,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791568,19109,T0,question_reducer,7.0,,3.0,3.6.0,,
70791569,19109,T0,question_reducer,7.0,2.0,,3.6.0,,1.0
70791570,19109,T0,question_reducer,10.0,,,3.6.0,,
70791571,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791572,19109,T0,question_reducer,8.0,1.0,,3.6.0,,1.0
70791573,19109,T0,question_reducer,4.0,2.0,2.0,3.6.0,2.0,
70791574,19109,T0,question_reducer,5.0,3.0,1.0,3.6.0,,1.0
70791576,19109,T0,question_reducer,6.0,,,3.6.0,4.0,
70791577,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,1.0
70791578,19109,T0,question_reducer,7.0,1.0,1.0,3.6.0,1.0,
70791579,19109,T0,question_reducer,3.0,2.0,3.0,3.6.0,,2.0
70791580,19109,T0,question_reducer,3.0,1.0,2.0,3.6.0,4.0,
70791581,19109,T0,question_reducer,9.0,,,3.6.0,,1.0
70791583,19109,T0,question_reducer,5.0,1.0,2.0,3.6.0,2.0,
70791584,19109,T0,question_reducer,7.0,1.0,,3.6.0,1.0,1.0
70791585,19109,T0,question_reducer,6.0,,,3.6.0,4.0,
70791586,19109,T0,question_reducer,8.0,1.0,,3.6.0,1.0,
70791587,19109,T0,question_reducer,6.0,2.0,1.0,3.6.0,,
70791589,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791590,19109,T0,question_reducer,2.0,2.0,,3.6.0,3.0,1.0
70791591,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70791592,19109,T0,question_reducer,8.0,,,3.6.0,1.0,
70791593,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791594,19109,T0,question_reducer,6.0,2.0,,3.6.0,1.0,
70791596,19109,T0,question_reducer,7.0,,,3.6.0,,2.0
70791597,19109,T0,question_reducer,8.0,1.0,,3.6.0,,1.0
70791598,19109,T0,question_reducer,8.0,,,3.6.0,1.0,
70791599,19109,T0,question_reducer,7.0,,,3.6.0,1.0,2.0
70791600,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791601,19109,T0,question_reducer,4.0,1.0,5.0,3.6.0,,
70791603,19109,T0,question_reducer,4.0,1.0,2.0,3.6.0,,3.0
70791604,19109,T0,question_reducer,5.0,1.0,1.0,3.6.0,3.0,
70791605,19109,T0,question_reducer,5.0,2.0,2.0,3.6.0,,
70791606,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791607,19109,T0,question_reducer,3.0,1.0,2.0,3.6.0,,4.0
70791608,19109,T0,question_reducer,7.0,1.0,,3.6.0,2.0,
70791610,19109,T0,question_reducer,3.0,,4.0,3.6.0,2.0,
70791611,19109,T0,question_reducer,6.0,1.0,3.0,3.6.0,,
70791613,19109,T0,question_reducer,5.0,2.0,,3.6.0,1.0,
70791614,19109,T0,question_reducer,5.0,3.0,2.0,3.6.0,,
70791615,19109,T0,question_reducer,2.0,4.0,3.0,3.6.0,1.0,
70791616,19109,T0,question_reducer,7.0,,1.0,3.6.0,2.0,
70791618,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,
70791619,19109,T0,question_reducer,4.0,4.0,1.0,3.6.0,1.0,
70791620,19109,T0,question_reducer,7.0,,1.0,3.6.0,1.0,1.0
70791621,19109,T0,question_reducer,4.0,2.0,,3.6.0,4.0,
70791622,19109,T0,question_reducer,5.0,,4.0,3.6.0,1.0,
70791624,19109,T0,question_reducer,4.0,2.0,3.0,3.6.0,,1.0
70791625,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,1.0
70791626,19109,T0,question_reducer,8.0,1.0,1.0,3.6.0,,
70791627,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791628,19109,T0,question_reducer,7.0,,,3.6.0,1.0,2.0
70791629,19109,T0,question_reducer,6.0,1.0,2.0,3.6.0,1.0,
70791630,19109,T0,question_reducer,9.0,1.0,,3.6.0,,
70791631,19109,T0,question_reducer,6.0,1.0,1.0,3.6.0,1.0,
70791632,19109,T0,question_reducer,7.0,2.0,1.0,3.6.0,,
70791633,19109,T0,question_reducer,9.0,,1.0,3.6.0,,
70791635,19109,T0,question_reducer,5.0,1.0,3.0,3.6.0,1.0,
