f_int,f_int_err,f_peak,f_peak_err,ra,ra_err,decl,decl_err,det_sigma,band,freq_eff,taustart_ts,mjd
0.000645671664146247,5.8100851808243e-05,0.000643928926483389,3.34540020831502e-05,205.25662979079,0.00309806871282606,-63.3425846707734,0.0013896188336152,14.7504295171899,1,1283895507.8125,2019-01-29,58512.0
0.000634124530908951,6.74221939478907e-05,0.000631735014856938,3.8779539545331e-05,205.256377370274,0.00309728381031082,-63.3426854186788,0.00139058193070153,12.5785012270113,1,1283895507.8125,2019-02-01,58515.0
0.000764525588869083,0.000107728431302617,0.000759465625287359,6.17853916991947e-05,205.256655282665,0.00309903679780707,-63.3427632672203,0.00139238250092758,8.92797363525659,1,1283895507.8125,2019-02-16,58530.0
0.000549658213442389,6.13027513509665e-05,0.00054737920488077,3.52464118651119e-05,205.256585750894,0.00309713954199137,-63.3426664592999,0.00139063712197338,11.6975031946792,1,1283895507.8125,2019-02-23,58537.0
0.000563521274527036,6.46548153671821e-05,0.000561048581634963,3.71646802557829e-05,205.256702131614,0.00309724925784491,-63.3424939961907,0.00139079101524061,12.2842978977925,1,1283895507.8125,2019-03-01,58543.0
0.000629855191569798,6.4067593397687e-05,0.000627682916323726,3.68618713052527e-05,205.256466620566,0.00309703986662612,-63.3427604178973,0.00139039675887537,13.4899548834218,1,1283895507.8125,2019-03-09,58551.0
0.000575323045401878,6.15688892227817e-05,0.000573126755769225,3.54111151775797e-05,205.256286499025,0.0030972075557573,-63.3428867867302,0.00139046140210012,12.1361729351564,1,1283895507.8125,2019-03-18,58560.0
0.000644863597093881,7.88706908241291e-05,0.000641648144038326,4.53089604884797e-05,205.25662954764,0.00309809727670465,-63.3426547269395,0.00139118232801025,10.4261407101715,1,1283895507.8125,2019-03-25,58567.0
0.000550926910984448,6.10960432972533e-05,0.000548668458648844,3.51292166753289e-05,205.25645114106,0.0030974722359077,-63.342760831521,0.00139055114992723,11.9334284134579,1,1283895507.8125,2019-04-01,58574.0
0.000685616137453571,6.0686647670167e-05,0.0006838255975269,3.49459493336265e-05,205.256498274872,0.00309702158689093,-63.3426173334627,0.00138993136817889,15.1309491598398,1,1283895507.8125,2019-04-09,58582.0
0.000743087776816782,7.22728560117898e-05,0.000740744686323724,4.1595180856025e-05,205.256519515751,0.00309759442432904,-63.3427821977376,0.00139022995822619,14.0447602921902,1,1283895507.8125,2019-04-15,58588.0
0.000778451945283507,6.57226278397998e-05,0.000776602349712733,3.7854819914813e-05,205.256849147385,0.00309774239282721,-63.3425622223961,0.00138964877248959,15.7600686346688,1,1283895507.8125,2019-04-20,58593.0
0.000697390825100194,7.22546682177159e-05,0.000694895458613499,4.15669852872835e-05,205.256702438961,0.0031030428123681,-63.3424296754554,0.00138946161464205,13.717732198245,1,1283895507.8125,2019-04-29,58602.0
0.000578428742934067,6.94621867879291e-05,0.00057564822447361,3.99112314568184e-05,205.256937375069,0.00309741656984417,-63.3427474200006,0.00139113546073268,11.5347942625767,1,1283895507.8125,2019-05-04,58607.0
0.000645627250942591,5.6757065438405e-05,0.000643964080502539,3.26842930617904e-05,205.256604118921,0.00309661756687291,-63.3426671343584,0.0013899745478949,14.9902036946557,1,1283895507.8125,2019-05-11,58614.0
0.000625854512467194,6.14612645680865e-05,0.00062384260343346,3.53706064938553e-05,205.256670811099,0.00309684718745781,-63.3426709302478,0.00139025829802355,13.2467086653313,1,1283895507.8125,2019-05-18,58621.0
0.000692798939957071,7.12267740233653e-05,0.000690357994470015,4.09779087902509e-05,205.256472088644,0.00310034417006947,-63.3424484992912,0.00138977846615286,13.6979104945897,1,1283895507.8125,2019-05-25,58628.0
0.000660492732804551,6.54866163804013e-05,0.000658328441050855,3.76848246164036e-05,205.256644872437,0.00309717036831159,-63.3425907643411,0.00139031362560501,13.0468372853061,1,1283895507.8125,2019-05-31,58634.0
0.000807268350637074,7.0006790161599e-05,0.000805244673849026,4.03171173761951e-05,205.256730769658,0.00309684850271138,-63.3424711303485,0.00138994074476184,16.9747741077459,1,1283895507.8125,2019-06-08,58642.0
0.000855953852074724,8.00728061022094e-05,0.000853456967356955,4.6095199447506e-05,205.256897233379,0.00309742556438222,-63.3425249274398,0.00139000984022204,15.1837681404045,1,1283895507.8125,2019-06-16,58650.0
0.000587275651600169,6.0763627593759e-05,0.000585179975615481,3.49567080258084e-05,205.256676564753,0.0030970264224988,-63.3425788501375,0.00139046787143316,12.670221542665,1,1283895507.8125,2019-06-24,58658.0
0.000587727698441216,5.83845910008926e-05,0.000585794399241954,3.35974774645516e-05,205.256509585189,0.00309689086528031,-63.3424632915118,0.00139028389150634,13.7128040402484,1,1283895507.8125,2019-06-30,58664.0
0.000710495271809178,6.44340189858884e-05,0.00070854745551473,3.70990120098691e-05,205.256728296813,0.00309804604672104,-63.3425321418511,0.0013897915976175,14.9024640857012,1,1283895507.8125,2019-07-07,58671.0
0.000715375831594815,6.79973297505838e-05,0.000713221422378939,3.91400473228471e-05,205.257198519635,0.00310073053188562,-63.3424669854663,0.00138943161887055,14.4098726417927,1,1283895507.8125,2019-07-14,58678.0
0.000743902932832174,6.24711153463014e-05,0.000742154209945371,3.59829294162326e-05,205.257169224065,0.00309855217952613,-63.342265800553,0.0013894508376296,16.8132608046915,1,1283895507.8125,2019-07-22,58686.0
0.000703847449075185,6.06411946688753e-05,0.000702105900062114,3.49245808704578e-05,205.256643343103,0.00309691962108561,-63.3425021928594,0.00138986485088476,16.8519502322229,1,1283895507.8125,2019-07-27,58691.0
